TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1646 | X=0106.850-0361.930 | Y=0329.140-0340.380 | Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1646 | X=0090.020-0330.020 | Y=0346.660-0360.740 | 451 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1646 | X=0424.490-0441.130 | Y=0351.420-0360.740 | 590
P=1646 | X=0464.810-0481.450 | Y=0351.420-0360.740 | 410
P=1646 | X=0505.390-0522.030 | Y=0351.420-0360.740 | 350
P=1646 | X=0106.850-0393.740 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1646 | X=0106.850-0159.810 | Y=0375.480-0386.720 | đến ≤600m.
P=1646 | X=0106.850-0330.020 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1646 | X=0106.850-0392.390 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1646 | X=0106.850-0393.590 | Y=0422.280-0433.520 | Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=1646 | X=0106.850-0361.930 | Y=0433.800-0445.040 | Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1646 | X=0090.020-0106.660 | Y=0441.680-0451.000 | 452
P=1646 | X=0424.490-0441.130 | Y=0441.680-0451.000 | 390
P=1646 | X=0464.810-0481.450 | Y=0441.680-0451.000 | 270
P=1646 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 230
P=1646 | X=0106.850-0384.260 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1646 | X=0106.850-0330.490 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1646 | X=0106.850-0392.140 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1646 | X=0106.850-0393.580 | Y=0498.140-0509.380 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=1646 | X=0106.850-0393.310 | Y=0509.660-0520.900 | Đường Nguyễn Tất Thành có hiện trạng là đường nhựa, bê tông
P=1646 | X=0090.020-0144.680 | Y=0521.180-0532.620 | 453 xi măng:
P=1646 | X=0424.490-0441.130 | Y=0523.300-0532.620 | 700
P=1646 | X=0464.810-0481.450 | Y=0523.300-0532.620 | 490
P=1646 | X=0505.390-0522.030 | Y=0523.300-0532.620 | 420
P=1646 | X=0106.850-0329.760 | Y=0538.490-0549.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1646 | X=0106.850-0384.020 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1646 | X=0106.850-0392.110 | Y=0573.770-0585.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1646 | X=0106.850-0393.580 | Y=0585.290-0596.530 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=1646 | X=0106.850-0393.310 | Y=0596.810-0608.050 | Đường Nguyễn Tất Thành có hiện trạng là đường nhựa, bê tông
P=1646 | X=0106.850-0144.680 | Y=0608.330-0619.570 | xi măng:
P=1646 | X=0090.020-0330.020 | Y=0625.110-0637.110 | 454 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1646 | X=0424.490-0441.130 | Y=0625.110-0634.430 | 530
P=1646 | X=0464.810-0481.450 | Y=0625.110-0634.430 | 370
P=1646 | X=0505.390-0522.030 | Y=0625.110-0634.430 | 320
P=1646 | X=0106.850-0393.740 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1646 | X=0106.850-0159.810 | Y=0654.910-0666.150 | đến ≤600m.
P=1646 | X=0106.850-0330.020 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1646 | X=0106.850-0392.110 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1646 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 455
P=1646 | X=0424.490-0441.130 | Y=0697.830-0707.150 | 350
P=1646 | X=0464.810-0481.450 | Y=0697.830-0707.150 | 250
P=1646 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 210
P=1646 | X=0106.850-0393.580 | Y=0701.730-0712.970 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=1647 | X=0106.850-0393.310 | Y=0072.500-0083.740 | Đường Nguyễn Tất Thành có hiện trạng là đường nhựa, bê tông
P=1647 | X=0106.850-0144.680 | Y=0084.020-0095.260 | xi măng:
P=1647 | X=0106.850-0384.260 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1647 | X=0106.850-0330.490 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1647 | X=0312.840-0391.510 | Y=0136.850-0148.090 | Bên phải, đến hết
P=1647 | X=0312.840-0400.300 | Y=0148.370-0159.610 | ranh thửa đất số 83
P=1647 | X=0312.840-0398.610 | Y=0159.650-0170.890 | tờ BĐĐC số 2; Bên
P=1647 | X=0090.020-0273.060 | Y=0165.410-0176.650 | 456 Đường Phạm Ngọc Thạch Quốc lộ 20
P=1647 | X=0416.300-0441.350 | Y=0167.290-0176.610 | 2.900
P=1647 | X=0456.650-0481.700 | Y=0167.290-0176.610 | 2.000
P=1647 | X=0497.230-0522.280 | Y=0167.290-0176.610 | 1.700
P=1647 | X=0312.840-0388.540 | Y=0171.170-0182.410 | trái, đến hết ranh
P=1647 | X=0312.840-0397.960 | Y=0182.690-0193.930 | thửa đất số 508, tờ
P=1647 | X=0312.840-0362.860 | Y=0194.210-0205.450 | BĐĐC số 2
P=1647 | X=0106.850-0384.140 | Y=0211.990-0223.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1647 | X=0106.850-0396.220 | Y=0223.510-0234.750 | Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa
P=1647 | X=0106.850-0390.310 | Y=0235.030-0246.270 | đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh thửa đất số 508,
P=1647 | X=0090.020-0378.750 | Y=0246.550-0257.990 | 457 tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1647 | X=0424.490-0441.130 | Y=0248.670-0257.990 | 850
P=1647 | X=0464.810-0481.450 | Y=0248.670-0257.990 | 600
P=1647 | X=0505.390-0522.030 | Y=0248.670-0257.990 | 510
P=1647 | X=0106.850-0329.760 | Y=0264.070-0275.310 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1647 | X=0106.850-0384.020 | Y=0281.620-0292.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1647 | X=0106.850-0384.140 | Y=0299.380-0310.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1647 | X=0106.850-0396.220 | Y=0310.900-0322.140 | Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa
P=1647 | X=0106.850-0390.310 | Y=0322.420-0333.660 | đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh thửa đất số 508,
P=1647 | X=0106.850-0378.750 | Y=0333.700-0344.940 | tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1647 | X=0090.020-0330.020 | Y=0350.460-0362.460 | 458 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1647 | X=0424.490-0441.130 | Y=0350.460-0359.780 | 650
P=1647 | X=0464.810-0481.450 | Y=0350.460-0359.780 | 460
P=1647 | X=0505.390-0522.030 | Y=0350.460-0359.780 | 390
P=1647 | X=0106.850-0393.740 | Y=0368.760-0380.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1647 | X=0106.850-0159.810 | Y=0380.280-0391.520 | đến ≤600m.
P=1647 | X=0106.850-0330.020 | Y=0397.800-0409.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1647 | X=0106.850-0384.140 | Y=0415.560-0426.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1647 | X=0106.850-0396.220 | Y=0427.080-0438.320 | Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến hết ranh thửa
P=1647 | X=0106.850-0390.310 | Y=0438.600-0449.840 | đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh thửa đất số 508,
P=1647 | X=0090.020-0378.750 | Y=0450.140-0461.580 | 459 tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê tông xi măng:
P=1647 | X=0424.490-0441.130 | Y=0452.260-0461.580 | 460
P=1647 | X=0464.810-0481.450 | Y=0452.260-0461.580 | 320
P=1647 | X=0505.390-0522.030 | Y=0452.260-0461.580 | 280
P=1647 | X=0106.850-0384.260 | Y=0467.660-0478.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1647 | X=0106.850-0330.490 | Y=0485.180-0496.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1647 | X=0106.850-0392.140 | Y=0502.940-0514.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1647 | X=0106.850-0396.460 | Y=0514.220-0525.460 | Đường Phạm Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến
P=1647 | X=0106.850-0377.720 | Y=0525.740-0536.980 | hết ranh thửa đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh
P=1647 | X=0106.850-0391.420 | Y=0537.290-0548.530 | thửa đất số 508, tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê
P=1647 | X=0090.020-0106.660 | Y=0545.170-0554.490 | 460
P=1647 | X=0424.490-0441.130 | Y=0545.170-0554.490 | 770
P=1647 | X=0464.810-0481.450 | Y=0545.170-0554.490 | 540
P=1647 | X=0505.390-0522.030 | Y=0545.170-0554.490 | 460
P=1647 | X=0106.850-0167.010 | Y=0548.810-0560.050 | tông xi măng:
P=1647 | X=0106.850-0329.760 | Y=0566.330-0577.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1647 | X=0106.850-0384.020 | Y=0583.850-0595.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1647 | X=0106.850-0392.110 | Y=0601.610-0612.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1647 | X=0106.850-0396.460 | Y=0613.130-0624.370 | Đường Phạm Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến
P=1647 | X=0106.850-0377.720 | Y=0624.670-0635.910 | hết ranh thửa đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh
P=1647 | X=0106.850-0391.420 | Y=0636.190-0647.430 | thửa đất số 508, tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê
P=1647 | X=0090.020-0167.010 | Y=0647.710-0659.150 | 461 tông xi măng:
P=1647 | X=0424.490-0441.130 | Y=0649.830-0659.150 | 590
P=1647 | X=0464.810-0481.450 | Y=0649.830-0659.150 | 410
P=1647 | X=0505.390-0522.030 | Y=0649.830-0659.150 | 350
P=1647 | X=0106.850-0330.020 | Y=0665.230-0676.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1647 | X=0106.850-0393.740 | Y=0682.510-0693.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1647 | X=0106.850-0159.810 | Y=0694.030-0705.270 | đến ≤600m.
P=1648 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1648 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1648 | X=0106.850-0396.460 | Y=0107.780-0119.020 | Đường Phạm Ngọc Thạch đoạn từ Quốc lộ 20 đến Bên phải, đến
P=1648 | X=0106.850-0377.720 | Y=0119.330-0130.570 | hết ranh thửa đất số 83 tờ BĐĐC số 2; Bên trái, đến hết ranh
P=1648 | X=0106.850-0391.420 | Y=0130.850-0142.090 | thửa đất số 508, tờ BĐĐC số 2 có hiện trạng là đường nhựa, bê
P=1648 | X=0090.020-0106.660 | Y=0138.730-0148.050 | 462
P=1648 | X=0424.490-0441.130 | Y=0138.730-0148.050 | 410
P=1648 | X=0464.810-0481.450 | Y=0138.730-0148.050 | 290
P=1648 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1648 | X=0106.850-0167.010 | Y=0142.370-0153.610 | tông xi măng:
P=1648 | X=0106.850-0384.260 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1648 | X=0106.850-0330.490 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1648 | X=0312.840-0399.190 | Y=0194.930-0206.170 | Đường Nguyễn Tất
P=1648 | X=0090.020-0209.350 | Y=0200.710-0211.950 | 463 Đường Trịnh Hoài Đức
P=1648 | X=0224.470-0273.060 | Y=0202.590-0211.910 | Quốc lộ 20
P=1648 | X=0416.300-0441.350 | Y=0202.590-0211.910 | 1.600
P=1648 | X=0456.650-0481.700 | Y=0202.590-0211.910 | 1.100
P=1648 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 960
P=1648 | X=0312.840-0341.250 | Y=0208.350-0217.670 | Thành
P=1648 | X=0106.850-0380.870 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1648 | X=0106.850-0390.440 | Y=0235.750-0246.990 | Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn Tất Thành có
P=1648 | X=0106.850-0300.460 | Y=0247.270-0258.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0090.020-0106.660 | Y=0255.150-0264.470 | 464
P=1648 | X=0424.490-0441.130 | Y=0255.150-0264.470 | 780
P=1648 | X=0464.810-0481.450 | Y=0255.150-0264.470 | 550
P=1648 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 470
P=1648 | X=0106.850-0329.760 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1648 | X=0106.850-0384.020 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1648 | X=0106.850-0380.870 | Y=0300.100-0311.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1648 | X=0106.850-0390.440 | Y=0311.620-0322.860 | Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn Tất Thành có
P=1648 | X=0106.850-0300.460 | Y=0323.140-0334.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0090.020-0330.020 | Y=0340.660-0354.740 | 465 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1648 | X=0424.490-0441.130 | Y=0345.420-0354.740 | 590
P=1648 | X=0464.810-0481.450 | Y=0345.420-0354.740 | 410
P=1648 | X=0505.390-0522.030 | Y=0345.420-0354.740 | 350
P=1648 | X=0106.850-0393.740 | Y=0357.940-0369.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1648 | X=0106.850-0159.810 | Y=0369.480-0380.720 | đến ≤600m.
P=1648 | X=0106.850-0330.020 | Y=0387.000-0398.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1648 | X=0106.850-0380.870 | Y=0404.760-0416.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1648 | X=0106.850-0390.440 | Y=0416.280-0427.520 | Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn Tất Thành có
P=1648 | X=0106.850-0300.460 | Y=0427.800-0439.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0090.020-0106.660 | Y=0435.680-0445.000 | 466
P=1648 | X=0424.490-0441.130 | Y=0435.680-0445.000 | 390
P=1648 | X=0464.810-0481.450 | Y=0435.680-0445.000 | 270
P=1648 | X=0505.390-0522.030 | Y=0435.680-0445.000 | 230
P=1648 | X=0106.850-0384.280 | Y=0445.320-0456.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1648 | X=0106.850-0330.490 | Y=0462.860-0474.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1648 | X=0106.850-0392.110 | Y=0480.620-0491.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1648 | X=0106.850-0388.550 | Y=0492.140-0503.380 | Đường Trịnh Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn
P=1648 | X=0106.850-0361.960 | Y=0503.660-0514.900 | Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0090.020-0106.660 | Y=0511.540-0520.860 | 467
P=1648 | X=0424.490-0441.130 | Y=0511.540-0520.860 | 700
P=1648 | X=0464.810-0481.450 | Y=0511.540-0520.860 | 490
P=1648 | X=0505.390-0522.030 | Y=0511.540-0520.860 | 420
P=1648 | X=0106.850-0329.760 | Y=0521.180-0532.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1648 | X=0106.850-0384.020 | Y=0538.490-0549.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1648 | X=0106.850-0392.110 | Y=0556.250-0567.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1648 | X=0106.850-0388.550 | Y=0567.770-0579.010 | Đường Trịnh Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn
P=1648 | X=0106.850-0361.930 | Y=0579.290-0590.530 | Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0090.020-0330.020 | Y=0596.810-0611.130 | 468 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1648 | X=0424.490-0441.130 | Y=0601.810-0611.130 | 530
P=1648 | X=0464.810-0481.450 | Y=0601.810-0611.130 | 370
P=1648 | X=0505.390-0522.030 | Y=0601.810-0611.130 | 320
P=1648 | X=0106.850-0393.740 | Y=0614.330-0625.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1648 | X=0106.850-0159.810 | Y=0625.870-0637.110 | đến ≤600m.
P=1648 | X=0106.850-0330.020 | Y=0643.390-0654.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1648 | X=0106.850-0392.110 | Y=0661.150-0672.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1648 | X=0106.850-0388.550 | Y=0672.670-0683.910 | Đường Trịnh Hoài Đức đoạn từ Quốc lộ 20 đến Đường Nguyễn
P=1648 | X=0090.020-0361.930 | Y=0683.190-0695.430 | 469 Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1648 | X=0424.490-0441.130 | Y=0683.190-0692.510 | 350
P=1648 | X=0464.810-0481.450 | Y=0683.190-0692.510 | 250
P=1648 | X=0505.390-0522.030 | Y=0683.190-0692.510 | 210
P=1648 | X=0106.850-0384.260 | Y=0701.730-0712.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1649 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1649 | X=0224.470-0293.460 | Y=0096.260-0107.500 | Đường Nguyễn
P=1649 | X=0312.840-0399.190 | Y=0096.260-0107.500 | Đường Nguyễn Tất
P=1649 | X=0090.020-0190.950 | Y=0102.020-0113.260 | 470 Đường Võ Thị Sáu
P=1649 | X=0416.300-0441.350 | Y=0103.900-0113.220 | 1.600
P=1649 | X=0456.650-0481.700 | Y=0103.900-0113.220 | 1.100
P=1649 | X=0505.390-0522.030 | Y=0103.900-0113.220 | 960
P=1649 | X=0224.470-0270.670 | Y=0109.660-0118.980 | Hữu Cảnh
P=1649 | X=0312.840-0341.250 | Y=0109.660-0118.980 | Thành
P=1649 | X=0106.850-0386.860 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị
P=1649 | X=0106.850-0391.030 | Y=0137.090-0148.330 | Sáu đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Tất
P=1649 | X=0106.850-0344.910 | Y=0148.610-0159.850 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1649 | X=0090.020-0106.660 | Y=0156.490-0165.810 | 471
P=1649 | X=0424.490-0441.130 | Y=0156.490-0165.810 | 780
P=1649 | X=0464.810-0481.450 | Y=0156.490-0165.810 | 550
P=1649 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 470
P=1649 | X=0106.850-0329.760 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1649 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1649 | X=0106.850-0386.860 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị
P=1649 | X=0106.850-0391.030 | Y=0212.710-0223.950 | Sáu đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Tất
P=1649 | X=0106.850-0344.890 | Y=0224.230-0235.470 | Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1649 | X=0090.020-0330.020 | Y=0241.750-0256.070 | 472 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1649 | X=0424.490-0441.130 | Y=0246.750-0256.070 | 590
P=1649 | X=0464.810-0481.450 | Y=0246.750-0256.070 | 410
P=1649 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 350
P=1649 | X=0106.850-0393.740 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1649 | X=0106.850-0159.810 | Y=0270.790-0282.030 | đến ≤600m.
