TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1582 | X=0108.050-0387.570 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1582 | X=0108.050-0381.110 | Y=0514.220-0525.460 | Sơn (Phía rẽ phải từ ngã ba Bến phà) đoạn từ Ngã ba đường
P=1582 | X=0108.050-0389.270 | Y=0525.740-0536.980 | mới đến Trường Tiểu học Liên Sơn (chỉ áp dụng đối với đường
P=1582 | X=0108.050-0344.420 | Y=0537.290-0548.530 | nhựa) có hiện trạng là đường nhựa, bê tông xi măng:
P=1582 | X=0093.380-0339.600 | Y=0554.050-0566.050 | 24 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1582 | X=0414.860-0431.500 | Y=0554.050-0563.370 | 150
P=1582 | X=0462.170-0478.810 | Y=0554.050-0563.370 | 110
P=1582 | X=0511.150-0522.270 | Y=0554.050-0563.370 | 90
P=1582 | X=0108.050-0361.360 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1582 | X=0108.050-0203.000 | Y=0583.850-0595.090 | >500m đến ≤1.000m.
P=1582 | X=0108.050-0331.220 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1582 | X=0108.050-0387.570 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1582 | X=0108.050-0381.110 | Y=0630.670-0641.910 | Sơn (Phía rẽ phải từ ngã ba Bến phà) đoạn từ Ngã ba đường
P=1582 | X=0108.050-0389.270 | Y=0642.190-0653.430 | mới đến Trường Tiểu học Liên Sơn (chỉ áp dụng đối với đường
P=1582 | X=0093.380-0344.420 | Y=0653.710-0665.150 | 25 nhựa) có hiện trạng là đường nhựa, bê tông xi măng:
P=1582 | X=0414.860-0431.500 | Y=0655.830-0665.150 | 135
P=1582 | X=0467.930-0479.050 | Y=0655.830-0665.150 | 90
P=1582 | X=0511.150-0522.270 | Y=0655.830-0665.150 | 80
P=1582 | X=0108.050-0393.840 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1582 | X=0108.050-0331.690 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1582 | X=0093.380-0393.310 | Y=0706.290-0717.530 | 26 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1582 | X=0414.860-0431.500 | Y=0708.180-0717.500 | 180
P=1582 | X=0462.170-0478.810 | Y=0708.180-0717.500 | 130
P=1582 | X=0505.390-0522.030 | Y=0708.180-0717.500 | 110
P=1583 | X=0108.050-0378.890 | Y=0072.500-0083.740 | Đường Thanh Sơn (Phía rẽ phải từ ngã ba Bến phà) đoạn từ
P=1583 | X=0108.050-0391.180 | Y=0084.020-0095.260 | Ngã ba đường mới đến Trường Tiểu học Liên Sơn (chỉ áp dụng
P=1583 | X=0108.050-0379.150 | Y=0095.540-0106.780 | đối với đường nhựa) có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0108.050-0136.050 | Y=0107.060-0118.300 | măng:
P=1583 | X=0108.050-0339.130 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1583 | X=0108.050-0385.220 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1583 | X=0108.050-0393.310 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1583 | X=0108.050-0378.890 | Y=0171.170-0182.410 | Đường Thanh Sơn (Phía rẽ phải từ ngã ba Bến phà) đoạn từ
P=1583 | X=0108.050-0391.180 | Y=0182.690-0193.930 | Ngã ba đường mới đến Trường Tiểu học Liên Sơn (chỉ áp dụng
P=1583 | X=0108.050-0379.150 | Y=0194.210-0205.450 | đối với đường nhựa) có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0108.050-0136.050 | Y=0205.750-0216.990 | măng:
P=1583 | X=0093.380-0104.500 | Y=0216.750-0226.070 | 27
P=1583 | X=0414.860-0431.500 | Y=0216.750-0226.070 | 140
P=1583 | X=0462.170-0478.810 | Y=0216.750-0226.070 | 100
P=1583 | X=0511.150-0522.270 | Y=0216.750-0226.070 | 80
P=1583 | X=0108.050-0339.600 | Y=0223.270-0234.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1583 | X=0108.050-0361.360 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1583 | X=0108.050-0203.000 | Y=0252.310-0263.550 | >500m đến ≤1.000m.
P=1583 | X=0108.050-0331.220 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1583 | X=0108.050-0393.310 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1583 | X=0108.050-0378.890 | Y=0299.140-0310.380 | Đường Thanh Sơn (Phía rẽ phải từ ngã ba Bến phà) đoạn từ
P=1583 | X=0108.050-0391.180 | Y=0310.660-0321.900 | Ngã ba đường mới đến Trường Tiểu học Liên Sơn (chỉ áp dụng
P=1583 | X=0108.050-0379.150 | Y=0321.940-0333.180 | đối với đường nhựa) có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0093.380-0104.500 | Y=0329.820-0339.140 | 28
P=1583 | X=0414.860-0431.500 | Y=0329.820-0339.140 | 130
P=1583 | X=0467.930-0479.050 | Y=0329.820-0339.140 | 85
P=1583 | X=0511.150-0522.270 | Y=0329.820-0339.140 | 75
P=1583 | X=0108.050-0136.050 | Y=0333.460-0344.700 | măng:
P=1583 | X=0108.050-0393.840 | Y=0350.980-0362.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1583 | X=0108.050-0331.690 | Y=0368.520-0379.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1583 | X=0108.050-0192.630 | Y=0386.280-0397.520 | Đường Thanh Sơn
P=1583 | X=0093.380-0350.840 | Y=0399.680-0409.000 | 29 (Phía rẽ trái từ ngã ba Ngã ba bến phà Cầu Thiết Kế
P=1583 | X=0414.860-0431.500 | Y=0399.680-0409.000 | 750
P=1583 | X=0462.170-0478.810 | Y=0399.680-0409.000 | 530
P=1583 | X=0505.390-0522.030 | Y=0399.680-0409.000 | 450
P=1583 | X=0108.050-0148.620 | Y=0411.200-0420.520 | Bến phà)
P=1583 | X=0108.050-0387.570 | Y=0427.080-0438.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1583 | X=0108.050-0382.070 | Y=0438.600-0449.840 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Ngã ba bến phà
P=1583 | X=0108.050-0365.020 | Y=0450.140-0461.380 | đến Cầu Thiết Kế có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0093.380-0136.050 | Y=0461.660-0473.100 | 30 măng:
P=1583 | X=0414.860-0431.500 | Y=0463.780-0473.100 | 450
P=1583 | X=0462.170-0478.810 | Y=0463.780-0473.100 | 320
P=1583 | X=0505.390-0522.030 | Y=0463.780-0473.100 | 270
P=1583 | X=0108.050-0339.130 | Y=0479.180-0490.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1583 | X=0108.050-0385.220 | Y=0496.460-0507.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1583 | X=0108.050-0387.570 | Y=0514.220-0525.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1583 | X=0108.050-0382.070 | Y=0525.740-0536.980 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Ngã ba bến phà
P=1583 | X=0108.050-0364.990 | Y=0537.290-0548.530 | đến Cầu Thiết Kế có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0108.050-0136.050 | Y=0548.810-0560.050 | măng:
P=1583 | X=0093.380-0339.600 | Y=0565.570-0577.570 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1583 | X=0414.860-0431.500 | Y=0565.570-0574.890 | 300
P=1583 | X=0462.170-0478.810 | Y=0565.570-0574.890 | 210
P=1583 | X=0505.390-0522.030 | Y=0565.570-0574.890 | 180
P=1583 | X=0108.050-0361.360 | Y=0583.850-0595.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1583 | X=0108.050-0203.000 | Y=0595.370-0606.610 | >500m đến ≤1.000m.
P=1583 | X=0108.050-0331.220 | Y=0612.890-0624.130 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1583 | X=0108.050-0387.570 | Y=0630.670-0641.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1583 | X=0108.050-0382.070 | Y=0642.190-0653.430 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Ngã ba bến phà
P=1583 | X=0108.050-0364.990 | Y=0653.710-0664.950 | đến Cầu Thiết Kế có hiện trạng là đường nhựa, bê tông xi
P=1583 | X=0093.380-0136.050 | Y=0665.230-0676.670 | 32 măng:
P=1583 | X=0414.860-0431.500 | Y=0667.350-0676.670 | 165
P=1583 | X=0462.170-0478.810 | Y=0667.350-0676.670 | 120
P=1583 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 100
P=1583 | X=0108.050-0393.840 | Y=0682.510-0693.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1583 | X=0108.050-0331.690 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1584 | X=0108.050-0393.310 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0108.050-0373.850 | Y=0090.020-0101.260 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1584 | X=0108.050-0392.710 | Y=0101.540-0112.780 | Ngã ba bến phà đến Cầu Thiết Kế có hiện trạng là đường nhựa,
P=1584 | X=0093.380-0182.130 | Y=0113.060-0124.500 | 33 bê tông xi măng:
P=1584 | X=0414.860-0431.500 | Y=0115.180-0124.500 | 410
P=1584 | X=0462.170-0478.810 | Y=0115.180-0124.500 | 290
P=1584 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 250
P=1584 | X=0108.050-0339.130 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1584 | X=0108.050-0385.220 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1584 | X=0108.050-0393.310 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0108.050-0373.850 | Y=0177.170-0188.410 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1584 | X=0108.050-0392.710 | Y=0188.690-0199.930 | Ngã ba bến phà đến Cầu Thiết Kế có hiện trạng là đường nhựa,
P=1584 | X=0108.050-0182.130 | Y=0200.230-0211.470 | bê tông xi măng:
P=1584 | X=0093.380-0339.600 | Y=0216.990-0228.990 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1584 | X=0414.860-0431.500 | Y=0216.990-0226.310 | 270
P=1584 | X=0462.170-0478.810 | Y=0216.990-0226.310 | 190
P=1584 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 160
P=1584 | X=0108.050-0361.360 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1584 | X=0108.050-0203.000 | Y=0246.790-0258.030 | >500m đến ≤1.000m.
P=1584 | X=0108.050-0331.220 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1584 | X=0108.050-0393.310 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0108.050-0373.850 | Y=0293.620-0304.860 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1584 | X=0108.050-0392.710 | Y=0305.140-0316.380 | Ngã ba bến phà đến Cầu Thiết Kế có hiện trạng là đường nhựa,
P=1584 | X=0093.380-0182.130 | Y=0316.660-0328.100 | 35 bê tông xi măng:
P=1584 | X=0414.860-0431.500 | Y=0318.780-0328.100 | 150
P=1584 | X=0462.170-0478.810 | Y=0318.780-0328.100 | 110
P=1584 | X=0511.150-0522.270 | Y=0318.780-0328.100 | 90
P=1584 | X=0108.050-0393.840 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1584 | X=0108.050-0331.690 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1584 | X=0108.050-0192.610 | Y=0369.240-0380.480 | Đường Thanh Sơn
P=1584 | X=0093.380-0273.300 | Y=0382.640-0391.960 | 36 (Phía rẽ trái từ ngã ba Cầu Thiết Kế
P=1584 | X=0292.200-0365.710 | Y=0382.640-0391.960 | Ngã ba Cây Sao
P=1584 | X=0414.860-0431.500 | Y=0382.640-0391.960 | 690
P=1584 | X=0462.170-0478.810 | Y=0382.640-0391.960 | 480
P=1584 | X=0505.390-0522.030 | Y=0382.640-0391.960 | 410
P=1584 | X=0108.050-0148.620 | Y=0394.160-0403.480 | Bến phà)
P=1584 | X=0108.050-0387.570 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1584 | X=0108.050-0389.020 | Y=0421.560-0432.800 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Cầu Thiết Kế đến
P=1584 | X=0108.050-0390.980 | Y=0433.080-0444.320 | Ngã ba Cây Sao có hiện trạng là đường nhựa, bê tông xi măng:
P=1584 | X=0093.380-0104.500 | Y=0440.960-0450.280 | 37
P=1584 | X=0414.860-0431.500 | Y=0440.960-0450.280 | 330
P=1584 | X=0462.170-0478.810 | Y=0440.960-0450.280 | 230
P=1584 | X=0505.390-0522.030 | Y=0440.960-0450.280 | 200
P=1584 | X=0108.050-0339.130 | Y=0450.620-0461.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1584 | X=0108.050-0385.220 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1584 | X=0108.050-0387.570 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1584 | X=0108.050-0389.020 | Y=0497.420-0508.660 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Cầu Thiết Kế đến
P=1584 | X=0108.050-0390.980 | Y=0508.940-0520.180 | Ngã ba Cây Sao có hiện trạng là đường nhựa, bê tông xi măng:
P=1584 | X=0093.380-0339.600 | Y=0526.220-0540.540 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1584 | X=0414.860-0431.500 | Y=0531.220-0540.540 | 300
P=1584 | X=0462.170-0478.810 | Y=0531.220-0540.540 | 210
P=1584 | X=0505.390-0522.030 | Y=0531.220-0540.540 | 180
P=1584 | X=0108.050-0361.360 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1584 | X=0108.050-0203.000 | Y=0555.290-0566.530 | >500m đến ≤1.000m.
P=1584 | X=0108.050-0331.220 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1584 | X=0108.050-0387.570 | Y=0590.570-0601.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1584 | X=0108.050-0389.020 | Y=0602.090-0613.330 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Cầu Thiết Kế đến
P=1584 | X=0108.050-0390.980 | Y=0613.610-0624.850 | Ngã ba Cây Sao có hiện trạng là đường nhựa, bê tông xi măng:
P=1584 | X=0093.380-0104.500 | Y=0621.510-0630.830 | 39
P=1584 | X=0414.860-0431.500 | Y=0621.510-0630.830 | 195
P=1584 | X=0462.170-0478.810 | Y=0621.510-0630.830 | 140
P=1584 | X=0505.390-0522.030 | Y=0621.510-0630.830 | 120
P=1584 | X=0108.050-0393.840 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1584 | X=0108.050-0331.690 | Y=0648.670-0659.910 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1584 | X=0108.050-0393.310 | Y=0666.430-0677.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1584 | X=0108.050-0373.850 | Y=0677.950-0689.190 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1584 | X=0093.380-0104.500 | Y=0685.590-0694.910 | 40
P=1584 | X=0414.860-0431.500 | Y=0685.590-0694.910 | 300
P=1584 | X=0462.170-0478.810 | Y=0685.590-0694.910 | 210
P=1584 | X=0505.390-0522.030 | Y=0685.590-0694.910 | 180
P=1584 | X=0108.050-0366.220 | Y=0689.470-0700.710 | Cầu Thiết Kế đến Ngã ba Cây Sao có hiện trạng là đường
P=1584 | X=0108.050-0211.160 | Y=0700.770-0712.010 | nhựa, bê tông xi măng:
P=1585 | X=0108.050-0339.130 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1585 | X=0108.050-0385.220 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1585 | X=0108.050-0393.310 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0108.050-0373.850 | Y=0125.330-0136.570 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1585 | X=0108.050-0366.230 | Y=0136.850-0148.090 | Cầu Thiết Kế đến Ngã ba Cây Sao có hiện trạng là đường
P=1585 | X=0108.050-0211.160 | Y=0148.370-0159.610 | nhựa, bê tông xi măng:
P=1585 | X=0093.380-0339.600 | Y=0164.890-0176.890 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1585 | X=0414.860-0431.500 | Y=0164.890-0174.210 | 270
P=1585 | X=0462.170-0478.810 | Y=0164.890-0174.210 | 190
P=1585 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 160
P=1585 | X=0108.050-0361.360 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1585 | X=0108.050-0203.000 | Y=0194.690-0205.930 | >500m đến ≤1.000m.
P=1585 | X=0108.050-0331.240 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1585 | X=0108.050-0393.310 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1585 | X=0108.050-0373.850 | Y=0241.510-0252.750 | Đường Thanh Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ
P=1585 | X=0108.050-0366.230 | Y=0253.030-0264.270 | Cầu Thiết Kế đến Ngã ba Cây Sao có hiện trạng là đường
P=1585 | X=0093.380-0211.160 | Y=0264.550-0275.990 | 42 nhựa, bê tông xi măng:
P=1585 | X=0414.860-0431.500 | Y=0266.670-0275.990 | 180
P=1585 | X=0462.170-0478.810 | Y=0266.670-0275.990 | 130
P=1585 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 110
P=1585 | X=0108.050-0393.840 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1585 | X=0108.050-0331.690 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1585 | X=0292.200-0383.980 | Y=0317.380-0328.620 | Hết ranh thửa đất số
P=1585 | X=0292.200-0382.300 | Y=0328.900-0340.140 | 17, tờ BĐĐC số 146
P=1585 | X=0108.050-0192.610 | Y=0334.660-0345.900 | Đường Thanh Sơn
P=1585 | X=0292.200-0388.630 | Y=0340.420-0351.660 | về bên trái và đến hết
P=1585 | X=0093.380-0288.140 | Y=0347.820-0357.140 | 43 (Phía rẽ trái từ ngã ba Ngã ba Cây Sao
P=1585 | X=0414.860-0431.500 | Y=0347.820-0357.140 | 580
P=1585 | X=0462.170-0478.810 | Y=0347.820-0357.140 | 410
P=1585 | X=0505.390-0522.030 | Y=0347.820-0357.140 | 350
P=1585 | X=0292.200-0394.590 | Y=0351.700-0362.940 | ranh thửa đất số 15, tờ
P=1585 | X=0108.050-0148.620 | Y=0359.340-0368.660 | Bến phà)
P=1585 | X=0292.200-0386.380 | Y=0363.220-0374.460 | BĐĐC số 146 về bên
P=1585 | X=0292.200-0380.090 | Y=0374.760-0386.000 | phải, xã Thanh Sơn
P=1585 | X=0108.050-0387.570 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1585 | X=0108.050-0384.430 | Y=0404.040-0415.280 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Ngã ba Cây Sao
P=1585 | X=0108.050-0394.540 | Y=0415.560-0426.800 | đến Hết ranh thửa đất số 17, tờ BĐĐC số 146 về bên trái và đến
P=1585 | X=0108.050-0392.840 | Y=0427.080-0438.320 | hết ranh thửa đất số 15, tờ BĐĐC số 146 về bên phải, xã Thanh
P=1585 | X=0093.380-0104.500 | Y=0434.960-0444.280 | 44
P=1585 | X=0414.860-0431.500 | Y=0434.960-0444.280 | 300
P=1585 | X=0462.170-0478.810 | Y=0434.960-0444.280 | 210
P=1585 | X=0505.390-0522.030 | Y=0434.960-0444.280 | 180
P=1585 | X=0108.050-0336.500 | Y=0438.600-0449.840 | Sơn có hiện trạng là đường nhựa, bê tông xi măng:
P=1585 | X=0108.050-0339.130 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1585 | X=0108.050-0385.220 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1585 | X=0108.050-0387.590 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh
P=1585 | X=0108.050-0384.430 | Y=0502.940-0514.180 | Sơn (Phía rẽ trái từ ngã ba Bến phà) đoạn từ Ngã ba Cây Sao
P=1585 | X=0108.050-0394.540 | Y=0514.220-0525.460 | đến Hết ranh thửa đất số 17, tờ BĐĐC số 146 về bên trái và đến
P=1585 | X=0108.050-0392.840 | Y=0525.740-0536.980 | hết ranh thửa đất số 15, tờ BĐĐC số 146 về bên phải, xã Thanh
