TABLE=058 | AREA=Phường Minh Hưng | SECTION=non-agricultural | SEGMENTS=1
--- PAGES=1939-1952 | LINES=1727 | HEADING=58. Phường Minh Hưng ---
P=1939 | X=0090.020-0201.750 | Y=0154.130-0165.370 | 58. Phường Minh Hưng
P=1939 | X=0238.420-0299.060 | Y=0172.130-0183.370 | Đoạn đường
P=1939 | X=0454.970-0520.000 | Y=0172.130-0183.370 | Giá đất cơ sở
P=1939 | X=0458.330-0516.820 | Y=0185.290-0194.610 | sản xuất phi
P=1939 | X=0413.180-0447.290 | Y=0189.170-0200.410 | Giá đất
P=1939 | X=0457.610-0517.790 | Y=0196.810-0206.130 | nông nghiệp
P=1939 | X=0114.530-0167.950 | Y=0200.710-0211.950 | Tên đường
P=1939 | X=0368.780-0448.350 | Y=0200.710-0211.950 | Giá đất thương
P=1939 | X=0465.290-0510.050 | Y=0206.470-0217.710 | và đất sử
P=1939 | X=0093.380-0105.780 | Y=0208.350-0217.670 | TT
P=1939 | X=0382.220-0389.390 | Y=0212.230-0223.470 | ở
P=1939 | X=0115.730-0166.980 | Y=0214.110-0223.430 | giao thông
P=1939 | X=0408.620-0452.260 | Y=0214.110-0223.430 | mại, dịch
P=1939 | X=0195.430-0240.740 | Y=0215.590-0226.830 | Điểm đầu
P=1939 | X=0289.060-0337.000 | Y=0215.590-0226.830 | Điểm cuối
P=1939 | X=0453.050-0522.180 | Y=0219.870-0229.190 | dụng cho hoạt
P=1939 | X=0424.490-0436.170 | Y=0225.630-0234.950 | vụ
P=1939 | X=0456.170-0518.940 | Y=0229.510-0240.750 | động khoáng
P=1939 | X=0478.970-0496.190 | Y=0242.910-0252.230 | sản
P=1939 | X=0262.660-0347.240 | Y=0261.150-0270.470 | Phía Bắc: Hết ranh
P=1939 | X=0173.590-0361.470 | Y=0270.790-0282.030 | Phía Bắc: Ngã ba giới thửa đất số 69, tờ
P=1939 | X=0109.490-0157.410 | Y=0282.340-0293.580 | Đường ĐT
P=1939 | X=0173.590-0352.270 | Y=0282.340-0293.580 | đường Ngô Đức Kế bản đồ số 140; Phía
P=1939 | X=0096.770-0102.370 | Y=0289.980-0299.300 | 1
P=1939 | X=0382.700-0407.750 | Y=0289.980-0299.300 | 4.000
P=1939 | X=0427.610-0452.660 | Y=0289.980-0299.300 | 2.800
P=1939 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 2.400
P=1939 | X=0173.590-0354.440 | Y=0293.860-0305.100 | (Ranh giới phường Nam: Ngã ba đường
P=1939 | X=0109.490-0126.130 | Y=0295.740-0305.060 | 751
P=1939 | X=0173.590-0233.100 | Y=0305.380-0316.620 | Chơn Thành)
P=1939 | X=0262.660-0342.200 | Y=0307.260-0316.580 | bê tông Ranh giới
P=1939 | X=0262.660-0357.070 | Y=0316.900-0328.140 | phường Chơn Thành
P=1939 | X=0173.590-0258.180 | Y=0336.780-0346.100 | Phía Bắc; Hết ranh
P=1939 | X=0173.590-0246.900 | Y=0346.180-0357.420 | giới Thửa đất số
P=1939 | X=0173.590-0246.420 | Y=0357.700-0368.940 | 69, tờ bản đồ số
P=1939 | X=0262.660-0363.080 | Y=0363.460-0374.700 | Ngã tư Đường số 4 và
P=1939 | X=0109.490-0157.410 | Y=0369.240-0380.480 | Đường ĐT
P=1939 | X=0173.590-0243.090 | Y=0371.120-0380.440 | 140; Phía Nam:
P=1939 | X=0262.660-0362.380 | Y=0375.000-0386.240 | Đường số 9 - Khu phố
P=1939 | X=0096.770-0102.370 | Y=0376.880-0386.200 | 2
P=1939 | X=0382.700-0407.750 | Y=0376.880-0386.200 | 3.800
P=1939 | X=0427.610-0452.660 | Y=0376.880-0386.200 | 2.600
P=1939 | X=0497.230-0522.280 | Y=0376.880-0386.200 | 2.300
P=1939 | X=0173.590-0252.670 | Y=0380.760-0392.000 | Ngã ba đường bê
P=1939 | X=0109.490-0126.130 | Y=0382.640-0391.960 | 751
P=1939 | X=0262.660-0317.930 | Y=0388.400-0397.720 | Minh Long 1
P=1939 | X=0173.590-0239.220 | Y=0394.160-0403.480 | tông Ranh giới
P=1939 | X=0173.590-0237.030 | Y=0403.800-0415.040 | phường Chơn
P=1939 | X=0173.590-0215.430 | Y=0415.320-0426.560 | Thành cũ
P=1939 | X=0173.590-0354.920 | Y=0433.320-0444.560 | Ngã tư Đường số 4 Ngã tư Đường số 14
P=1939 | X=0109.490-0157.410 | Y=0444.840-0456.080 | Đường ĐT
P=1939 | X=0173.590-0246.580 | Y=0444.840-0456.080 | và Đường số 9 -
P=1939 | X=0262.660-0359.490 | Y=0444.840-0456.080 | và Đường số 19 (Ngã
P=1939 | X=0096.770-0102.370 | Y=0452.500-0461.820 | 3
P=1939 | X=0382.700-0407.750 | Y=0452.500-0461.820 | 4.400
P=1939 | X=0427.610-0452.660 | Y=0452.500-0461.820 | 3.100
P=1939 | X=0497.230-0522.280 | Y=0452.500-0461.820 | 2.600
P=1939 | X=0173.590-0347.960 | Y=0456.380-0467.620 | Khu phố Minh Long tư Ngọc Lầu) - Khu
P=1939 | X=0109.490-0126.130 | Y=0458.260-0467.580 | 751
P=1939 | X=0173.590-0179.190 | Y=0469.780-0479.100 | 1
P=1939 | X=0262.660-0337.370 | Y=0469.780-0479.100 | phố Minh Long 1
P=1939 | X=0173.590-0251.940 | Y=0485.900-0497.140 | Ngã tư Đường số
P=1939 | X=0262.660-0354.920 | Y=0491.660-0502.900 | Ngã tư Đường số 32
P=1939 | X=0173.590-0259.860 | Y=0497.420-0508.660 | 14 và Đường số 19
P=1939 | X=0109.490-0157.410 | Y=0503.180-0514.420 | Đường ĐT
P=1939 | X=0262.660-0359.490 | Y=0503.180-0514.420 | và Đường số 41 (Nhà
P=1939 | X=0173.590-0256.660 | Y=0508.940-0520.180 | (Ngã tư Ngọc Lầu)
P=1939 | X=0096.770-0102.370 | Y=0510.820-0520.140 | 4
P=1939 | X=0382.700-0407.750 | Y=0510.820-0520.140 | 3.700
P=1939 | X=0427.610-0452.660 | Y=0510.820-0520.140 | 2.600
P=1939 | X=0497.230-0522.280 | Y=0510.820-0520.140 | 2.200
P=1939 | X=0262.660-0340.040 | Y=0514.460-0525.700 | Văn hóa Khu phố
P=1939 | X=0109.490-0126.130 | Y=0516.340-0525.660 | 751
P=1939 | X=0173.590-0241.590 | Y=0522.100-0531.420 | - Khu phố Minh
P=1939 | X=0262.660-0321.210 | Y=0527.860-0537.180 | Minh Long 3)
P=1939 | X=0173.590-0204.160 | Y=0533.620-0542.940 | Long 1
P=1939 | X=0173.590-0251.940 | Y=0549.770-0561.010 | Ngã tư Đường số
P=1939 | X=0262.660-0358.290 | Y=0557.410-0566.730 | cầu Bà Và (Ranh giới
P=1939 | X=0109.490-0157.410 | Y=0561.290-0572.530 | Đường ĐT
P=1939 | X=0173.590-0259.860 | Y=0561.290-0572.530 | 32 và Đường số 41
P=1939 | X=0096.770-0102.370 | Y=0568.930-0578.250 | 5
P=1939 | X=0262.660-0344.440 | Y=0568.930-0578.250 | Thành phố Hồ Chí
P=1939 | X=0382.700-0407.750 | Y=0568.930-0578.250 | 2.900
P=1939 | X=0427.610-0452.660 | Y=0568.930-0578.250 | 2.000
P=1939 | X=0497.230-0522.280 | Y=0568.930-0578.250 | 1.700
P=1939 | X=0173.590-0255.990 | Y=0572.810-0584.050 | (Nhà Văn hóa Khu
P=1939 | X=0109.490-0126.130 | Y=0574.690-0584.010 | 751
P=1939 | X=0262.660-0287.850 | Y=0580.450-0589.770 | Minh)
P=1939 | X=0173.590-0251.580 | Y=0586.210-0595.530 | phố Minh Long 3)
P=1939 | X=0262.660-0345.080 | Y=0604.210-0613.530 | Phía Tây: hết ranh
P=1939 | X=0262.660-0347.780 | Y=0613.850-0625.090 | thửa đất số 191, tờ
P=1939 | X=0262.660-0352.270 | Y=0625.390-0636.630 | bản đồ số 130; Phía
P=1939 | X=0096.770-0240.870 | Y=0631.150-0642.390 | 6 Đường ĐH 05 Đường ĐT 751
P=1939 | X=0382.700-0407.750 | Y=0633.030-0642.350 | 1.600
P=1939 | X=0427.610-0452.660 | Y=0633.030-0642.350 | 1.100
P=1939 | X=0505.390-0522.030 | Y=0633.030-0642.350 | 960
P=1939 | X=0262.660-0357.320 | Y=0636.910-0648.150 | Đông: Ngã ba đường
P=1939 | X=0262.660-0352.270 | Y=0648.430-0659.670 | số 52 và Đường ĐH
P=1939 | X=0262.660-0273.780 | Y=0661.830-0671.150 | 05
P=1939 | X=0173.590-0341.730 | Y=0677.950-0689.190 | Phía Tây: Hết ranh Ngã tư Đường bê
P=1939 | X=0096.770-0353.000 | Y=0689.470-0700.710 | 7 Đường ĐH 05 thửa đất số 191, tờ tông - Khu phố Minh
P=1939 | X=0382.700-0407.750 | Y=0691.350-0700.670 | 1.100
P=1939 | X=0435.770-0452.410 | Y=0691.350-0700.670 | 760
P=1939 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 650
P=1939 | X=0173.590-0239.520 | Y=0700.770-0712.010 | bản đồ số 130;
P=1939 | X=0262.660-0358.510 | Y=0700.770-0712.010 | Long 7 và Đường ĐH
P=1940 | X=0173.590-0356.930 | Y=0072.740-0083.980 | Phía Đông: Ngã ba 05 (hết ranh thửa đất
P=1940 | X=0173.590-0244.480 | Y=0084.260-0095.500 | đường số 52 và
P=1940 | X=0262.660-0351.560 | Y=0084.260-0095.500 | số 168 tờ bản đồ số
P=1940 | X=0173.590-0236.550 | Y=0095.780-0107.020 | Đường ĐH 05
P=1940 | X=0262.660-0282.580 | Y=0097.660-0106.980 | 117)
P=1940 | X=0173.590-0252.670 | Y=0113.780-0125.020 | Ngã tư Đường bê
P=1940 | X=0173.590-0239.460 | Y=0127.210-0136.530 | tông - Khu phố
P=1940 | X=0173.590-0242.310 | Y=0138.730-0148.050 | Minh Long 7 và
P=1940 | X=0096.770-0325.620 | Y=0148.370-0159.610 | 8 Đường ĐH 05 Đường ĐH 05 (hết Đường ĐH 15
P=1940 | X=0390.860-0407.500 | Y=0150.250-0159.570 | 880
P=1940 | X=0435.770-0452.410 | Y=0150.250-0159.570 | 620
P=1940 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 530
P=1940 | X=0173.590-0247.140 | Y=0159.650-0170.890 | ranh thửa đất số
P=1940 | X=0173.590-0249.300 | Y=0171.170-0182.410 | 168 tờ bản đồ số
P=1940 | X=0173.590-0193.510 | Y=0184.570-0193.890 | 117)
P=1940 | X=0096.770-0240.870 | Y=0200.710-0211.950 | 9 Đường ĐH 05 Đường ĐT 751
P=1940 | X=0262.660-0325.620 | Y=0200.710-0211.950 | Đường ĐH 06
P=1940 | X=0382.700-0407.750 | Y=0202.590-0211.910 | 1.700
P=1940 | X=0427.610-0452.660 | Y=0202.590-0211.910 | 1.200
P=1940 | X=0497.230-0522.280 | Y=0202.590-0211.910 | 1.000
P=1940 | X=0262.660-0347.240 | Y=0220.590-0229.910 | Phía Bắc: Hết ranh
P=1940 | X=0262.660-0347.780 | Y=0230.230-0241.470 | thửa đất số 195, tờ
P=1940 | X=0173.590-0352.270 | Y=0241.750-0252.990 | Ranh giới phường bản đồ số 143; Phía
P=1940 | X=0093.860-0172.450 | Y=0247.510-0258.750 | 10 Đường ĐH 06
P=1940 | X=0382.700-0407.750 | Y=0249.390-0258.710 | 1.500
P=1940 | X=0427.610-0452.660 | Y=0249.390-0258.710 | 1.000
P=1940 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 890
P=1940 | X=0173.590-0229.830 | Y=0253.270-0264.510 | Chơn Thành
P=1940 | X=0262.660-0354.440 | Y=0253.270-0264.510 | Nam: Ngã ba đường
P=1940 | X=0262.660-0350.600 | Y=0264.790-0276.030 | ĐH 06 và đường số
P=1940 | X=0262.660-0273.780 | Y=0278.190-0287.510 | 44
P=1940 | X=0173.590-0258.180 | Y=0296.220-0305.540 | Phía Bắc: Hết ranh
P=1940 | X=0262.660-0341.240 | Y=0301.980-0311.300 | Phía Bắc: Ngã ba
P=1940 | X=0173.590-0258.720 | Y=0305.860-0317.100 | thửa đất số 195, tờ
P=1940 | X=0262.660-0333.570 | Y=0311.620-0322.860 | đường số 36 và
P=1940 | X=0173.590-0239.520 | Y=0317.380-0328.620 | bản đồ số 143;
P=1940 | X=0093.860-0172.450 | Y=0323.140-0334.380 | 11 Đường ĐH 06
P=1940 | X=0262.660-0351.760 | Y=0323.140-0334.380 | Đường ĐH 06; Phía
P=1940 | X=0382.700-0407.750 | Y=0325.020-0334.340 | 1.300
P=1940 | X=0435.770-0452.410 | Y=0325.020-0334.340 | 900
P=1940 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 770
P=1940 | X=0173.590-0255.970 | Y=0330.780-0340.100 | Phía Nam: Ngã ba
P=1940 | X=0262.660-0354.440 | Y=0334.660-0345.900 | Nam: Ngã ba đường
P=1940 | X=0173.590-0248.310 | Y=0340.180-0351.420 | đường ĐH 06 và
P=1940 | X=0262.660-0340.730 | Y=0345.940-0357.180 | bê tông và ĐH 06
P=1940 | X=0173.590-0232.470 | Y=0351.700-0362.940 | Đường số 44
P=1940 | X=0173.590-0252.150 | Y=0371.600-0380.920 | Phía Bắc: Ngã ba
P=1940 | X=0173.590-0244.480 | Y=0381.240-0392.480 | đường số 36 và
P=1940 | X=0262.660-0351.070 | Y=0388.880-0398.200 | Hết tuyến (ranh giới
P=1940 | X=0173.590-0239.270 | Y=0392.760-0404.000 | Đường ĐH 06;
P=1940 | X=0093.860-0172.450 | Y=0398.520-0409.760 | 12 Đường ĐH 06
P=1940 | X=0262.660-0344.440 | Y=0400.400-0409.720 | Thành phố Hồ Chí
P=1940 | X=0382.700-0407.750 | Y=0400.400-0409.720 | 1.000
P=1940 | X=0435.770-0452.410 | Y=0400.400-0409.720 | 730
P=1940 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 620
P=1940 | X=0173.590-0255.970 | Y=0406.160-0415.480 | Phía Nam: Ngã ba
P=1940 | X=0262.660-0287.850 | Y=0411.920-0421.240 | Minh)
P=1940 | X=0173.590-0253.360 | Y=0415.800-0427.040 | đường bê tông và
P=1940 | X=0173.590-0201.990 | Y=0427.320-0438.560 | ĐH 06
P=1940 | X=0109.490-0162.380 | Y=0445.320-0456.560 | Đường Ngô
P=1940 | X=0109.490-0143.650 | Y=0456.860-0468.100 | Đức Kế
P=1940 | X=0262.660-0348.930 | Y=0456.860-0468.100 | Ngã ba đường Ngô
P=1940 | X=0173.590-0240.870 | Y=0468.380-0479.620 | Đường ĐT 751
P=1940 | X=0262.660-0357.800 | Y=0468.380-0479.620 | Đức Kế và Đường số
P=1940 | X=0093.860-0156.130 | Y=0470.260-0479.580 | 13 (Ranh giới
P=1940 | X=0382.700-0407.750 | Y=0470.260-0479.580 | 1.200
P=1940 | X=0435.770-0452.410 | Y=0470.260-0479.580 | 840
P=1940 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 720
P=1940 | X=0109.490-0172.930 | Y=0479.900-0491.140 | phường Chơn
P=1940 | X=0262.660-0274.900 | Y=0481.780-0491.100 | 3A
P=1940 | X=0109.490-0141.170 | Y=0493.300-0502.620 | Thành)
P=1940 | X=0109.490-0162.380 | Y=0509.420-0520.660 | Đường Ngô
P=1940 | X=0109.490-0143.650 | Y=0520.940-0532.180 | Đức Kế
P=1940 | X=0173.590-0259.870 | Y=0520.940-0532.180 | Ngã ba đường Ngô
P=1940 | X=0173.590-0305.730 | Y=0532.220-0543.460 | Đức Kế và Đường Hết tuyến
P=1940 | X=0093.860-0156.130 | Y=0534.100-0543.420 | 14 (Ranh giới
P=1940 | X=0390.860-0407.500 | Y=0534.100-0543.420 | 960
P=1940 | X=0435.770-0452.410 | Y=0534.100-0543.420 | 670
P=1940 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 580
P=1940 | X=0109.490-0199.030 | Y=0543.770-0555.010 | phường Chơn số 3A
P=1940 | X=0109.490-0141.170 | Y=0557.170-0566.490 | Thành)
P=1940 | X=0109.490-0169.030 | Y=0573.290-0584.530 | Đường số 1 -
P=1940 | X=0093.860-0240.870 | Y=0584.810-0596.050 | 15 Khu phố Minh Đường ĐT 751
P=1940 | X=0262.660-0305.730 | Y=0586.690-0596.010 | Hết tuyến
P=1940 | X=0390.860-0407.500 | Y=0586.690-0596.010 | 960
P=1940 | X=0435.770-0452.410 | Y=0586.690-0596.010 | 670
P=1940 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 580
P=1940 | X=0109.490-0140.060 | Y=0598.210-0607.530 | Long 6
P=1940 | X=0109.490-0169.030 | Y=0614.330-0625.570 | Đường số 2 -
P=1940 | X=0093.860-0240.870 | Y=0625.870-0637.110 | 16 Khu phố Minh Đường ĐT 751
P=1940 | X=0262.660-0325.620 | Y=0625.870-0637.110 | Đường ĐH 06
P=1940 | X=0390.860-0407.500 | Y=0627.750-0637.070 | 870
P=1940 | X=0435.770-0452.410 | Y=0627.750-0637.070 | 610
P=1940 | X=0505.390-0522.030 | Y=0627.750-0637.070 | 520
P=1940 | X=0109.490-0140.060 | Y=0639.270-0648.590 | Long 6
P=1940 | X=0262.660-0363.080 | Y=0655.390-0666.630 | Ngã tư Đường số 3 và
P=1940 | X=0109.490-0169.030 | Y=0661.150-0672.390 | Đường số 3 -
P=1940 | X=0262.660-0347.240 | Y=0666.910-0678.150 | Đường số 3A (Nhà
P=1940 | X=0093.860-0240.870 | Y=0672.670-0683.910 | 17 Khu phố Minh Đường ĐT 751
P=1940 | X=0382.700-0407.750 | Y=0674.550-0683.870 | 1.100
P=1940 | X=0435.770-0452.410 | Y=0674.550-0683.870 | 790
P=1940 | X=0505.390-0522.030 | Y=0674.550-0683.870 | 680
P=1940 | X=0262.660-0340.040 | Y=0678.430-0689.670 | Văn hóa Khu phố
P=1940 | X=0109.490-0140.060 | Y=0686.070-0695.390 | Long 6
P=1940 | X=0262.660-0321.210 | Y=0691.830-0701.150 | Minh Long 6)
P=1940 | X=0093.860-0248.260 | Y=0707.970-0719.210 | 18 Đường số 3A Đường Ngô Đức
P=1940 | X=0262.660-0316.040 | Y=0707.970-0719.210 | Đường số 7
P=1940 | X=0390.860-0407.500 | Y=0709.860-0719.180 | 960
P=1940 | X=0435.770-0452.410 | Y=0709.860-0719.180 | 670
P=1940 | X=0505.390-0522.030 | Y=0709.860-0719.180 | 580
P=1941 | X=0109.490-0153.010 | Y=0074.620-0083.940 | - Khu phố
P=1941 | X=0173.590-0185.910 | Y=0074.620-0083.940 | Kế
P=1941 | X=0109.490-0164.760 | Y=0086.140-0095.460 | Minh Long 6
P=1941 | X=0109.490-0169.500 | Y=0102.260-0113.500 | Đường số 3B
P=1941 | X=0173.590-0226.950 | Y=0113.780-0125.020 | Đường số 3
P=1941 | X=0262.660-0316.040 | Y=0113.780-0125.020 | Đường số 7
P=1941 | X=0093.860-0153.010 | Y=0115.660-0124.980 | 19 - Khu phố
P=1941 | X=0390.860-0407.500 | Y=0115.660-0124.980 | 960
P=1941 | X=0435.770-0452.410 | Y=0115.660-0124.980 | 670
P=1941 | X=0505.390-0522.030 | Y=0115.660-0124.980 | 580
P=1941 | X=0109.490-0164.760 | Y=0127.210-0136.530 | Minh Long 6
P=1941 | X=0109.490-0170.050 | Y=0143.330-0154.570 | Đường số 3C
P=1941 | X=0173.590-0233.590 | Y=0154.850-0166.090 | Đường số 3A
P=1941 | X=0093.860-0153.010 | Y=0156.730-0166.050 | 20 - Khu phố
P=1941 | X=0262.660-0305.730 | Y=0156.730-0166.050 | Hết tuyến
P=1941 | X=0390.860-0407.500 | Y=0156.730-0166.050 | 960
P=1941 | X=0435.770-0452.410 | Y=0156.730-0166.050 | 670
P=1941 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 580
P=1941 | X=0109.490-0164.760 | Y=0168.250-0177.570 | Minh Long 6
P=1941 | X=0109.490-0169.030 | Y=0184.370-0195.610 | Đường số 4 -
P=1941 | X=0093.860-0240.870 | Y=0195.650-0206.890 | 21 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0305.730 | Y=0197.530-0206.850 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0197.530-0206.850 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0197.530-0206.850 | 790
P=1941 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 680
P=1941 | X=0109.490-0140.060 | Y=0209.070-0218.390 | Long 1
P=1941 | X=0109.490-0169.030 | Y=0225.190-0236.430 | Đường số 5 -
P=1941 | X=0093.860-0240.870 | Y=0236.710-0247.950 | 22 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0305.730 | Y=0238.590-0247.910 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0238.590-0247.910 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0238.590-0247.910 | 790
P=1941 | X=0505.390-0522.030 | Y=0238.590-0247.910 | 680
P=1941 | X=0109.490-0140.060 | Y=0250.110-0259.430 | Long 6
P=1941 | X=0109.490-0169.030 | Y=0266.230-0277.470 | Đường số 6 -
P=1941 | X=0093.860-0240.870 | Y=0277.750-0288.990 | 23 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0305.730 | Y=0279.630-0288.950 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0279.630-0288.950 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0279.630-0288.950 | 790
P=1941 | X=0505.390-0522.030 | Y=0279.630-0288.950 | 680
P=1941 | X=0109.490-0140.060 | Y=0291.180-0300.500 | Long 1
P=1941 | X=0262.660-0346.760 | Y=0309.180-0318.500 | Phía Tây: Hết ranh
P=1941 | X=0109.490-0169.030 | Y=0318.820-0330.060 | Đường số 7 -
P=1941 | X=0262.660-0361.660 | Y=0318.820-0330.060 | thửa đất số 72, tờ bản
P=1941 | X=0093.860-0240.870 | Y=0330.340-0341.580 | 24 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0362.190 | Y=0330.340-0341.580 | đồ số 131; Phía Đông:
P=1941 | X=0382.700-0407.750 | Y=0332.220-0341.540 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0332.220-0341.540 | 790
P=1941 | X=0505.390-0522.030 | Y=0332.220-0341.540 | 680
P=1941 | X=0262.660-0363.080 | Y=0341.860-0353.100 | Ngã ba đường số 3 và
P=1941 | X=0109.490-0140.060 | Y=0343.740-0353.060 | Long 1
P=1941 | X=0262.660-0316.040 | Y=0353.380-0364.620 | Đường số 7
P=1941 | X=0173.590-0257.700 | Y=0373.280-0382.600 | Phía Tây: Hết ranh
P=1941 | X=0109.490-0169.030 | Y=0377.160-0388.400 | Đường số 7 -
P=1941 | X=0173.590-0253.190 | Y=0382.920-0394.160 | thửa đất số 72, tờ
P=1941 | X=0109.490-0171.480 | Y=0390.560-0399.880 | Khu phố Minh
P=1941 | X=0173.590-0239.520 | Y=0394.200-0405.440 | bản đồ số 131;
P=1941 | X=0093.860-0153.740 | Y=0401.840-0411.160 | 25 Long 1 và
P=1941 | X=0262.660-0305.730 | Y=0401.840-0411.160 | Hết tuyến
P=1941 | X=0390.860-0407.500 | Y=0401.840-0411.160 | 700
P=1941 | X=0435.770-0452.410 | Y=0401.840-0411.160 | 490
P=1941 | X=0505.390-0522.030 | Y=0401.840-0411.160 | 420
P=1941 | X=0173.590-0258.860 | Y=0405.720-0416.960 | Phía Đông: Ngã ba
P=1941 | X=0109.490-0171.480 | Y=0413.360-0422.680 | Khu phố Minh
P=1941 | X=0173.590-0238.950 | Y=0417.240-0428.480 | đường số 3 và
P=1941 | X=0109.490-0140.060 | Y=0424.880-0434.200 | Long 7
P=1941 | X=0173.590-0226.950 | Y=0428.760-0440.000 | Đường số 7
P=1941 | X=0109.490-0169.030 | Y=0446.760-0458.000 | Đường số 8 -
P=1941 | X=0093.860-0240.870 | Y=0458.300-0469.540 | 26 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0305.730 | Y=0460.180-0469.500 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0460.180-0469.500 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0460.180-0469.500 | 790
P=1941 | X=0505.390-0522.030 | Y=0460.180-0469.500 | 680
P=1941 | X=0109.490-0140.060 | Y=0471.700-0481.020 | Long 1
P=1941 | X=0109.490-0169.030 | Y=0487.820-0499.060 | Đường số 9 -
P=1941 | X=0093.860-0240.870 | Y=0499.340-0510.580 | 27 Khu phố Minh Đường ĐT 751
P=1941 | X=0262.660-0305.730 | Y=0501.220-0510.540 | Hết tuyến
P=1941 | X=0382.700-0407.740 | Y=0501.220-0510.540 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0501.220-0510.540 | 790
P=1941 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 680
P=1941 | X=0109.490-0140.060 | Y=0512.740-0522.060 | Long 1
P=1941 | X=0109.490-0168.370 | Y=0528.860-0540.100 | Đường số 10
P=1941 | X=0173.590-0240.870 | Y=0540.410-0551.650 | Đường ĐT 751
P=1941 | X=0093.860-0153.010 | Y=0542.290-0551.610 | 28 - Khu phố
P=1941 | X=0262.660-0305.730 | Y=0542.290-0551.610 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0542.290-0551.610 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0542.290-0551.610 | 790
P=1941 | X=0505.390-0522.030 | Y=0542.290-0551.610 | 680
P=1941 | X=0109.490-0164.760 | Y=0553.810-0563.130 | Minh Long 1
P=1941 | X=0109.490-0168.370 | Y=0569.930-0581.170 | Đường số 11
P=1941 | X=0173.590-0240.870 | Y=0581.450-0592.690 | Đường ĐT 751
P=1941 | X=0093.860-0153.010 | Y=0583.330-0592.650 | 29 - Khu phố
P=1941 | X=0262.660-0305.730 | Y=0583.330-0592.650 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0583.330-0592.650 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0583.330-0592.650 | 790
P=1941 | X=0505.390-0522.030 | Y=0583.330-0592.650 | 680
P=1941 | X=0109.490-0164.760 | Y=0594.850-0604.170 | Minh Long 1
P=1941 | X=0109.490-0168.370 | Y=0610.730-0621.970 | Đường số 12
P=1941 | X=0173.590-0240.870 | Y=0622.270-0633.510 | Đường ĐT 751
P=1941 | X=0093.860-0153.010 | Y=0624.150-0633.470 | 30 - Khu phố
P=1941 | X=0262.660-0305.730 | Y=0624.150-0633.470 | Hết tuyến
P=1941 | X=0382.700-0407.750 | Y=0624.150-0633.470 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0624.150-0633.470 | 790
P=1941 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 680
P=1941 | X=0109.490-0164.760 | Y=0635.670-0644.990 | Minh Long 1
P=1941 | X=0109.490-0168.370 | Y=0651.790-0663.030 | Đường số 13
P=1941 | X=0109.490-0153.010 | Y=0665.190-0674.510 | - Khu phố
P=1941 | X=0093.860-0240.870 | Y=0674.830-0686.070 | 31 Minh Long 1 Đường ĐT 751
P=1941 | X=0262.660-0321.560 | Y=0674.830-0686.070 | Đường số 52
P=1941 | X=0382.700-0407.750 | Y=0676.710-0686.030 | 1.100
P=1941 | X=0435.770-0452.410 | Y=0676.710-0686.030 | 790
P=1941 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 680
P=1941 | X=0109.490-0160.210 | Y=0688.230-0697.550 | và Khu phố
P=1941 | X=0109.490-0164.760 | Y=0699.750-0709.070 | Minh Long 7
P=1942 | X=0109.490-0168.370 | Y=0078.740-0089.980 | Đường số 13
P=1942 | X=0109.490-0153.010 | Y=0092.140-0101.460 | - Khu phố
P=1942 | X=0093.860-0232.470 | Y=0101.780-0113.020 | 32 Minh Long 1 Đường số 52
P=1942 | X=0262.660-0325.620 | Y=0101.780-0113.020 | Đường ĐH 05
