TABLE=028 | AREA=Xã Xuân Phú | SECTION=non-agricultural | SEGMENTS=1
P=1050 | X=0106.850-0365.260 | Y=0339.220-0350.460 | số 58, tờ BĐĐC số 68 về bên phải và hết ranh thửa đất số
P=1050 | X=0106.850-0380.610 | Y=0350.740-0361.980 | 108, tờ BĐĐC số 68 về bên trái, xã Xuân Phú có hiện trạng là
P=1050 | X=0106.850-0242.600 | Y=0362.260-0373.500 | đường nhựa, bê tông xi măng:
P=1050 | X=0090.020-0106.660 | Y=0373.280-0382.600 | 206
P=1050 | X=0393.980-0419.030 | Y=0373.280-0382.600 | 1.000
P=1050 | X=0438.410-0455.050 | Y=0373.280-0382.600 | 700
P=1050 | X=0505.630-0522.270 | Y=0373.280-0382.600 | 600
P=1050 | X=0106.850-0338.400 | Y=0379.800-0391.040 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1050 | X=0106.850-0360.140 | Y=0397.320-0408.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1050 | X=0106.850-0201.800 | Y=0408.840-0420.080 | >500m đến ≤1.000m.
P=1050 | X=0106.850-0330.020 | Y=0426.360-0437.600 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1050 | X=0106.850-0355.170 | Y=0444.120-0455.360 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1050 | X=0106.850-0374.950 | Y=0455.660-0466.900 | XP29, ấp Bình Tân đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1050 | X=0106.850-0365.260 | Y=0467.180-0478.420 | số 58, tờ BĐĐC số 68 về bên phải và hết ranh thửa đất số
P=1050 | X=0106.850-0380.610 | Y=0478.460-0489.700 | 108, tờ BĐĐC số 68 về bên trái, xã Xuân Phú có hiện trạng là
P=1050 | X=0090.020-0242.600 | Y=0489.980-0501.420 | 207 đường nhựa, bê tông xi măng:
P=1050 | X=0402.140-0418.780 | Y=0492.100-0501.420 | 800
P=1050 | X=0438.410-0455.050 | Y=0492.100-0501.420 | 560
P=1050 | X=0505.630-0522.270 | Y=0492.100-0501.420 | 480
P=1050 | X=0106.850-0347.940 | Y=0507.500-0518.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1050 | X=0106.850-0148.990 | Y=0520.900-0530.220 | >1.000m.
P=1050 | X=0106.850-0330.490 | Y=0536.570-0547.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1050 | X=0106.850-0380.360 | Y=0554.330-0565.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1050 | X=0106.850-0381.100 | Y=0565.850-0577.090 | ra Đường XP29, ấp Bình Tân đoạn từ Quốc lộ 1 đến Hết ranh
P=1050 | X=0106.850-0375.580 | Y=0577.370-0588.610 | thửa đất số 58, tờ BĐĐC số 68 về bên phải và hết ranh thửa
P=1050 | X=0106.850-0374.390 | Y=0588.890-0600.130 | đất số 108, tờ BĐĐC số 68 về bên trái, xã Xuân Phú có hiện
P=1050 | X=0090.020-0106.660 | Y=0596.770-0606.090 | 208
P=1050 | X=0393.980-0419.030 | Y=0596.770-0606.090 | 1.200
P=1050 | X=0438.410-0455.050 | Y=0596.770-0606.090 | 840
P=1050 | X=0505.630-0522.270 | Y=0596.770-0606.090 | 720
P=1050 | X=0106.850-0278.630 | Y=0600.410-0611.650 | trạng là đường nhựa, bê tông xi măng:
P=1050 | X=0106.850-0337.930 | Y=0617.950-0629.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1050 | X=0106.850-0384.020 | Y=0635.470-0646.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1050 | X=0106.850-0380.360 | Y=0653.230-0664.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1050 | X=0106.850-0381.100 | Y=0664.510-0675.750 | ra Đường XP29, ấp Bình Tân đoạn từ Quốc lộ 1 đến Hết ranh
P=1050 | X=0090.020-0375.580 | Y=0676.030-0687.270 | 209 thửa đất số 58, tờ BĐĐC số 68 về bên phải và hết ranh thửa
P=1050 | X=0402.140-0418.780 | Y=0677.910-0687.230 | 900
P=1050 | X=0438.410-0455.050 | Y=0677.910-0687.230 | 630
P=1050 | X=0505.630-0522.270 | Y=0677.910-0687.230 | 540
P=1050 | X=0106.850-0374.390 | Y=0687.550-0698.790 | đất số 108, tờ BĐĐC số 68 về bên trái, xã Xuân Phú có hiện
P=1050 | X=0106.850-0278.630 | Y=0699.070-0710.310 | trạng là đường nhựa, bê tông xi măng:
P=1051 | X=0106.850-0338.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1051 | X=0106.850-0360.140 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1051 | X=0106.850-0201.800 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1051 | X=0106.850-0330.020 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1051 | X=0106.850-0380.360 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1051 | X=0106.850-0381.100 | Y=0154.370-0165.610 | ra Đường XP29, ấp Bình Tân đoạn từ Quốc lộ 1 đến Hết ranh
P=1051 | X=0106.850-0375.580 | Y=0165.650-0176.890 | thửa đất số 58, tờ BĐĐC số 68 về bên phải và hết ranh thửa
P=1051 | X=0106.850-0374.390 | Y=0177.170-0188.410 | đất số 108, tờ BĐĐC số 68 về bên trái, xã Xuân Phú có hiện
P=1051 | X=0090.020-0278.630 | Y=0188.690-0200.130 | 210 trạng là đường nhựa, bê tông xi măng:
P=1051 | X=0402.140-0418.780 | Y=0190.810-0200.130 | 720
P=1051 | X=0438.410-0455.050 | Y=0190.810-0200.130 | 500
P=1051 | X=0505.630-0522.270 | Y=0190.810-0200.130 | 430
P=1051 | X=0106.850-0347.940 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1051 | X=0106.850-0148.990 | Y=0219.630-0228.950 | >1.000m.
P=1051 | X=0106.850-0330.490 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1051 | X=0309.720-0371.750 | Y=0254.910-0264.230 | Hết ranh thửa
P=1051 | X=0309.720-0371.560 | Y=0264.550-0275.790 | đất số 404, tờ
P=1051 | X=0309.720-0378.950 | Y=0276.070-0287.310 | BĐĐC số 55 về
P=1051 | X=0309.720-0378.300 | Y=0289.500-0298.820 | bên phải và hết
P=1051 | X=0106.850-0213.270 | Y=0293.380-0304.620 | Đường Tập Đoàn 14 ấp
P=1051 | X=0309.720-0383.260 | Y=0299.140-0310.380 | ranh thửa đất số
P=1051 | X=0090.020-0106.660 | Y=0301.020-0310.340 | 211
P=1051 | X=0235.300-0278.340 | Y=0301.020-0310.340 | Quốc lộ 1
P=1051 | X=0393.980-0419.030 | Y=0301.020-0310.340 | 1.300
P=1051 | X=0438.410-0455.050 | Y=0301.020-0310.340 | 910
P=1051 | X=0505.630-0522.270 | Y=0301.020-0310.340 | 780
P=1051 | X=0106.850-0148.690 | Y=0306.780-0316.100 | Bình Hòa
P=1051 | X=0309.720-0372.680 | Y=0310.660-0321.900 | 248, tờ BĐĐC
P=1051 | X=0309.720-0367.160 | Y=0323.820-0333.140 | số 55 về bên
P=1051 | X=0309.720-0365.940 | Y=0335.340-0344.660 | trái, xã Xuân
P=1051 | X=0309.720-0327.560 | Y=0346.860-0356.180 | Phú
P=1051 | X=0106.850-0375.350 | Y=0362.740-0373.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tập
P=1051 | X=0106.850-0369.820 | Y=0374.280-0385.520 | Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=1051 | X=0106.850-0374.230 | Y=0385.800-0397.040 | đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=1051 | X=0106.850-0383.270 | Y=0397.320-0408.560 | số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng
P=1051 | X=0090.020-0106.660 | Y=0405.200-0414.520 | 212
P=1051 | X=0393.980-0419.030 | Y=0405.200-0414.520 | 1.300
P=1051 | X=0438.410-0455.050 | Y=0405.200-0414.520 | 910
P=1051 | X=0505.630-0522.270 | Y=0405.200-0414.520 | 780
P=1051 | X=0106.850-0253.180 | Y=0408.840-0420.080 | là đường nhựa, bê tông xi măng:
P=1051 | X=0106.850-0337.930 | Y=0426.360-0437.600 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1051 | X=0106.850-0384.020 | Y=0443.880-0455.120 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1051 | X=0106.850-0375.350 | Y=0461.660-0472.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tập
P=1051 | X=0106.850-0369.820 | Y=0473.180-0484.420 | Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=1051 | X=0106.850-0374.230 | Y=0484.460-0495.700 | đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=1051 | X=0106.850-0383.270 | Y=0495.980-0507.220 | số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng
P=1051 | X=0106.850-0253.180 | Y=0507.500-0518.740 | là đường nhựa, bê tông xi măng:
P=1051 | X=0090.020-0106.660 | Y=0518.500-0527.820 | 213
P=1051 | X=0393.980-0419.030 | Y=0518.500-0527.820 | 1.000
P=1051 | X=0438.410-0455.050 | Y=0518.500-0527.820 | 700
P=1051 | X=0505.630-0522.270 | Y=0518.500-0527.820 | 600
P=1051 | X=0106.850-0338.430 | Y=0525.020-0536.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1051 | X=0106.850-0360.140 | Y=0542.570-0553.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1051 | X=0106.850-0201.800 | Y=0554.090-0565.330 | >500m đến ≤1.000m.
P=1051 | X=0106.850-0330.020 | Y=0571.610-0582.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1051 | X=0106.850-0375.350 | Y=0589.370-0600.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tập
P=1051 | X=0106.850-0369.820 | Y=0600.890-0612.130 | Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=1051 | X=0106.850-0374.230 | Y=0612.410-0623.650 | đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=1051 | X=0106.850-0383.270 | Y=0623.950-0635.190 | số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng
P=1051 | X=0090.020-0253.180 | Y=0635.470-0646.910 | 214 là đường nhựa, bê tông xi măng:
P=1051 | X=0402.140-0418.780 | Y=0637.590-0646.910 | 800
P=1051 | X=0438.410-0455.050 | Y=0637.590-0646.910 | 560
P=1051 | X=0505.630-0522.270 | Y=0637.590-0646.910 | 480
P=1051 | X=0106.850-0347.940 | Y=0652.750-0663.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1051 | X=0106.850-0148.990 | Y=0666.150-0675.470 | >1.000m.
P=1051 | X=0106.850-0330.510 | Y=0681.790-0693.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1051 | X=0090.020-0380.360 | Y=0699.550-0710.790 | 215 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1051 | X=0393.980-0419.030 | Y=0701.430-0710.750 | 1.200
P=1051 | X=0438.410-0455.050 | Y=0701.430-0710.750 | 840
P=1051 | X=0505.630-0522.270 | Y=0701.430-0710.750 | 720
P=1052 | X=0106.850-0371.500 | Y=0072.500-0083.740 | ra Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến
P=1052 | X=0106.850-0375.900 | Y=0084.020-0095.260 | Hết ranh thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết
P=1052 | X=0106.850-0364.730 | Y=0095.540-0106.780 | ranh thửa đất số 248, tờ BĐĐC số 55 về bên trái, xã Xuân
P=1052 | X=0106.850-0334.330 | Y=0107.060-0118.300 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1052 | X=0106.850-0337.930 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1052 | X=0106.850-0384.020 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1052 | X=0106.850-0380.360 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1052 | X=0106.850-0371.500 | Y=0171.170-0182.410 | ra Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến
P=1052 | X=0106.850-0375.900 | Y=0182.690-0193.930 | Hết ranh thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết
P=1052 | X=0106.850-0364.730 | Y=0194.210-0205.450 | ranh thửa đất số 248, tờ BĐĐC số 55 về bên trái, xã Xuân
P=1052 | X=0106.850-0334.330 | Y=0205.750-0216.990 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1052 | X=0090.020-0106.660 | Y=0216.750-0226.070 | 216
P=1052 | X=0402.140-0418.780 | Y=0216.750-0226.070 | 900
P=1052 | X=0438.410-0455.050 | Y=0216.750-0226.070 | 630
P=1052 | X=0505.630-0522.270 | Y=0216.750-0226.070 | 540
P=1052 | X=0106.850-0338.400 | Y=0223.270-0234.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1052 | X=0106.850-0360.140 | Y=0240.790-0252.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1052 | X=0106.850-0201.800 | Y=0252.310-0263.550 | >500m đến ≤1.000m.
P=1052 | X=0106.850-0330.020 | Y=0269.830-0281.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1052 | X=0106.850-0380.360 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1052 | X=0106.850-0371.500 | Y=0299.140-0310.380 | ra Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến
P=1052 | X=0106.850-0375.900 | Y=0310.660-0321.900 | Hết ranh thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết
P=1052 | X=0106.850-0364.730 | Y=0321.940-0333.180 | ranh thửa đất số 248, tờ BĐĐC số 55 về bên trái, xã Xuân
P=1052 | X=0090.020-0334.330 | Y=0333.460-0344.900 | 217 Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1052 | X=0402.140-0418.780 | Y=0335.580-0344.900 | 720
P=1052 | X=0438.410-0455.050 | Y=0335.580-0344.900 | 500
P=1052 | X=0505.630-0522.270 | Y=0335.580-0344.900 | 430
P=1052 | X=0106.850-0347.940 | Y=0350.980-0362.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1052 | X=0106.850-0148.990 | Y=0364.380-0373.700 | >1.000m.
P=1052 | X=0106.850-0330.520 | Y=0380.040-0391.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1052 | X=0309.720-0371.750 | Y=0399.680-0409.000 | Hết ranh thửa
P=1052 | X=0309.720-0371.560 | Y=0409.320-0420.560 | đất số 424, tờ
P=1052 | X=0309.720-0378.950 | Y=0420.840-0432.080 | BĐĐC số 55 về
P=1052 | X=0309.720-0378.300 | Y=0434.240-0443.560 | bên phải và hết
P=1052 | X=0090.020-0278.340 | Y=0438.120-0449.360 | 218 Đường XP39, ấp Bình Hòa Quốc lộ 1
P=1052 | X=0393.980-0419.030 | Y=0440.000-0449.320 | 1.300
P=1052 | X=0438.410-0455.050 | Y=0440.000-0449.320 | 910
P=1052 | X=0505.630-0522.270 | Y=0440.000-0449.320 | 780
P=1052 | X=0309.720-0383.260 | Y=0443.880-0455.120 | ranh thửa đất số
P=1052 | X=0309.720-0380.390 | Y=0455.420-0466.660 | 49, tờ BĐĐC số
P=1052 | X=0309.720-0373.220 | Y=0468.820-0478.140 | 64 về bên trái,
P=1052 | X=0309.720-0367.150 | Y=0480.100-0489.420 | xã Xuân Phú
P=1052 | X=0106.850-0355.170 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1052 | X=0106.850-0376.150 | Y=0507.500-0518.740 | XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1052 | X=0106.850-0370.780 | Y=0519.020-0530.260 | số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số
P=1052 | X=0106.850-0374.830 | Y=0530.540-0541.780 | 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là
P=1052 | X=0090.020-0106.660 | Y=0538.450-0547.770 | 219
P=1052 | X=0393.980-0419.030 | Y=0538.450-0547.770 | 1.300
P=1052 | X=0438.410-0455.050 | Y=0538.450-0547.770 | 910
P=1052 | X=0505.630-0522.270 | Y=0538.450-0547.770 | 780
P=1052 | X=0106.850-0242.600 | Y=0542.090-0553.330 | đường nhựa, bê tông xi măng:
P=1052 | X=0106.850-0337.930 | Y=0559.610-0570.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1052 | X=0106.850-0384.020 | Y=0577.130-0588.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1052 | X=0106.850-0355.170 | Y=0594.890-0606.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1052 | X=0106.850-0376.150 | Y=0606.410-0617.650 | XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1052 | X=0106.850-0370.780 | Y=0617.950-0629.190 | số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số
P=1052 | X=0106.850-0374.830 | Y=0629.470-0640.710 | 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là
P=1052 | X=0106.850-0242.600 | Y=0640.750-0651.990 | đường nhựa, bê tông xi măng:
P=1052 | X=0090.020-0106.660 | Y=0651.750-0661.070 | 220
P=1052 | X=0393.980-0419.030 | Y=0651.750-0661.070 | 1.000
P=1052 | X=0438.410-0455.050 | Y=0651.750-0661.070 | 700
P=1052 | X=0505.630-0522.270 | Y=0651.750-0661.070 | 600
P=1052 | X=0106.850-0338.400 | Y=0658.270-0669.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1052 | X=0106.850-0360.140 | Y=0675.790-0687.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1052 | X=0106.850-0201.800 | Y=0687.310-0698.550 | >500m đến ≤1.000m.
P=1052 | X=0106.850-0330.020 | Y=0704.850-0716.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1053 | X=0106.850-0355.170 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1053 | X=0106.850-0376.150 | Y=0090.020-0101.260 | XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1053 | X=0106.850-0370.780 | Y=0101.540-0112.780 | số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số
P=1053 | X=0106.850-0374.830 | Y=0113.060-0124.300 | 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là
P=1053 | X=0090.020-0242.630 | Y=0124.610-0136.050 | 221 đường nhựa, bê tông xi măng:
P=1053 | X=0402.140-0418.780 | Y=0126.730-0136.050 | 800
P=1053 | X=0438.410-0455.050 | Y=0126.730-0136.050 | 560
P=1053 | X=0505.630-0522.270 | Y=0126.730-0136.050 | 480
P=1053 | X=0106.850-0347.940 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1053 | X=0106.850-0148.990 | Y=0155.290-0164.610 | >1.000m.
P=1053 | X=0106.850-0330.490 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1053 | X=0106.850-0380.360 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1053 | X=0106.850-0382.060 | Y=0200.230-0211.470 | ra Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1053 | X=0106.850-0381.100 | Y=0211.750-0222.990 | thửa đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa
P=1053 | X=0106.850-0368.870 | Y=0223.270-0234.510 | đất số 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện
P=1053 | X=0090.020-0106.660 | Y=0231.150-0240.470 | 222
P=1053 | X=0393.980-0419.020 | Y=0231.150-0240.470 | 1.200
P=1053 | X=0438.410-0455.050 | Y=0231.150-0240.470 | 840
P=1053 | X=0505.630-0522.270 | Y=0231.150-0240.470 | 720
P=1053 | X=0106.850-0278.630 | Y=0234.790-0246.030 | trạng là đường nhựa, bê tông xi măng:
P=1053 | X=0106.850-0337.930 | Y=0252.310-0263.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1053 | X=0106.850-0384.020 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1053 | X=0106.850-0380.360 | Y=0287.620-0298.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1053 | X=0106.850-0382.060 | Y=0299.140-0310.380 | ra Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1053 | X=0106.850-0381.100 | Y=0310.660-0321.900 | thửa đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa
P=1053 | X=0106.850-0368.870 | Y=0321.940-0333.180 | đất số 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện
P=1053 | X=0106.850-0278.630 | Y=0333.460-0344.700 | trạng là đường nhựa, bê tông xi măng:
P=1053 | X=0090.020-0106.660 | Y=0344.460-0353.780 | 223
P=1053 | X=0402.140-0418.780 | Y=0344.460-0353.780 | 900
P=1053 | X=0438.410-0455.050 | Y=0344.460-0353.780 | 630
P=1053 | X=0505.630-0522.270 | Y=0344.460-0353.780 | 540
P=1053 | X=0106.850-0338.400 | Y=0350.980-0362.220 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1053 | X=0106.850-0360.140 | Y=0368.520-0379.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1053 | X=0106.850-0201.800 | Y=0380.040-0391.280 | >500m đến ≤1.000m.
P=1053 | X=0106.850-0330.020 | Y=0397.560-0408.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1053 | X=0106.850-0380.360 | Y=0415.320-0426.560 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1053 | X=0106.850-0382.060 | Y=0426.840-0438.080 | ra Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1053 | X=0106.850-0381.100 | Y=0438.360-0449.600 | thửa đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa
P=1053 | X=0106.850-0368.870 | Y=0449.900-0461.140 | đất số 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện
P=1053 | X=0090.020-0278.630 | Y=0461.420-0472.860 | 224 trạng là đường nhựa, bê tông xi măng:
P=1053 | X=0402.140-0418.780 | Y=0463.540-0472.860 | 720
P=1053 | X=0438.410-0455.050 | Y=0463.540-0472.860 | 500
P=1053 | X=0505.630-0522.270 | Y=0463.540-0472.860 | 430
P=1053 | X=0106.850-0347.940 | Y=0478.940-0490.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1053 | X=0106.850-0148.990 | Y=0492.100-0501.420 | >1.000m.
P=1053 | X=0106.850-0330.490 | Y=0507.740-0518.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1053 | X=0309.720-0371.750 | Y=0527.380-0536.700 | Hết ranh thửa
P=1053 | X=0309.720-0371.560 | Y=0537.050-0548.290 | đất số 161, tờ
P=1053 | X=0309.720-0378.950 | Y=0548.570-0559.810 | BĐĐC số 30 về
P=1053 | X=0309.720-0378.300 | Y=0561.970-0571.290 | bên phải và hết
P=1053 | X=0090.020-0278.340 | Y=0571.610-0582.850 | 225 Đường XP14, ấp Bình Hòa Quốc lộ 1
P=1053 | X=0309.720-0383.260 | Y=0571.610-0582.850 | ranh thửa đất số
P=1053 | X=0393.980-0419.030 | Y=0573.490-0582.810 | 1.300
P=1053 | X=0438.410-0455.050 | Y=0573.490-0582.810 | 910
P=1053 | X=0505.630-0522.270 | Y=0573.490-0582.810 | 780
P=1053 | X=0309.720-0372.680 | Y=0583.130-0594.370 | 162, tờ BĐĐC
P=1053 | X=0309.720-0367.160 | Y=0596.530-0605.850 | số 30 về bên
P=1053 | X=0309.720-0365.980 | Y=0608.050-0617.370 | trái, xã Xuân
P=1053 | X=0309.720-0327.560 | Y=0619.590-0628.910 | Phú
P=1053 | X=0106.850-0355.170 | Y=0635.470-0646.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1053 | X=0106.850-0376.150 | Y=0646.750-0657.990 | XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1053 | X=0106.850-0370.780 | Y=0658.270-0669.510 | số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1053 | X=0090.020-0380.610 | Y=0669.030-0681.030 | 226 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1053 | X=0393.980-0419.030 | Y=0669.030-0678.350 | 1.300
P=1053 | X=0438.410-0455.050 | Y=0669.030-0678.350 | 910
P=1053 | X=0505.630-0522.270 | Y=0669.030-0678.350 | 780
P=1053 | X=0106.850-0242.600 | Y=0681.310-0692.550 | đường nhựa, bê tông xi măng:
P=1053 | X=0106.850-0337.930 | Y=0698.830-0710.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1054 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1054 | X=0106.850-0355.170 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1054 | X=0106.850-0376.150 | Y=0107.780-0119.020 | XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1054 | X=0106.850-0370.780 | Y=0119.330-0130.570 | số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1054 | X=0106.850-0380.610 | Y=0130.850-0142.090 | 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1054 | X=0106.850-0242.600 | Y=0142.370-0153.610 | đường nhựa, bê tông xi măng:
P=1054 | X=0090.020-0106.660 | Y=0153.130-0162.450 | 227
P=1054 | X=0393.980-0419.030 | Y=0153.130-0162.450 | 1.000
P=1054 | X=0438.410-0455.050 | Y=0153.130-0162.450 | 700
P=1054 | X=0505.630-0522.270 | Y=0153.130-0162.450 | 600
P=1054 | X=0106.850-0338.400 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1054 | X=0106.850-0360.140 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1054 | X=0106.850-0201.800 | Y=0188.690-0199.930 | >500m đến ≤1.000m.
P=1054 | X=0106.850-0330.020 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1054 | X=0106.850-0355.170 | Y=0223.990-0235.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1054 | X=0106.850-0376.150 | Y=0235.510-0246.750 | XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
