TABLE=028 | AREA=Xã Xuân Phú | SECTION=non-agricultural | SEGMENTS=1
P=1054 | X=0106.850-0370.780 | Y=0247.030-0258.270 | số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1054 | X=0106.850-0380.610 | Y=0258.550-0269.790 | 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1054 | X=0090.020-0242.600 | Y=0270.070-0281.510 | 228 đường nhựa, bê tông xi măng:
P=1054 | X=0402.140-0418.780 | Y=0272.190-0281.510 | 800
P=1054 | X=0438.410-0455.050 | Y=0272.190-0281.510 | 560
P=1054 | X=0505.630-0522.270 | Y=0272.190-0281.510 | 480
P=1054 | X=0106.850-0347.940 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1054 | X=0106.850-0148.990 | Y=0301.020-0310.340 | >1.000m.
P=1054 | X=0106.850-0330.490 | Y=0316.660-0327.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1054 | X=0106.850-0380.360 | Y=0334.420-0345.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1054 | X=0106.850-0382.060 | Y=0345.700-0356.940 | ra Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1054 | X=0106.850-0381.100 | Y=0357.220-0368.460 | thửa đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1054 | X=0106.850-0374.390 | Y=0368.760-0380.000 | đất số 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1054 | X=0090.020-0106.660 | Y=0376.640-0385.960 | 229
P=1054 | X=0393.980-0419.030 | Y=0376.640-0385.960 | 1.200
P=1054 | X=0438.410-0455.050 | Y=0376.640-0385.960 | 840
P=1054 | X=0505.630-0522.270 | Y=0376.640-0385.960 | 720
P=1054 | X=0106.850-0278.630 | Y=0380.280-0391.520 | trạng là đường nhựa, bê tông xi măng:
P=1054 | X=0106.850-0337.930 | Y=0397.800-0409.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1054 | X=0106.850-0384.020 | Y=0415.320-0426.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1054 | X=0106.850-0380.360 | Y=0433.080-0444.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1054 | X=0106.850-0382.060 | Y=0444.600-0455.840 | ra Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1054 | X=0106.850-0381.100 | Y=0456.140-0467.380 | thửa đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1054 | X=0106.850-0374.390 | Y=0467.660-0478.900 | đất số 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1054 | X=0106.850-0278.630 | Y=0479.180-0490.420 | trạng là đường nhựa, bê tông xi măng:
P=1054 | X=0090.020-0106.660 | Y=0489.940-0499.260 | 230
P=1054 | X=0402.140-0418.780 | Y=0489.940-0499.260 | 900
P=1054 | X=0438.410-0455.050 | Y=0489.940-0499.260 | 630
P=1054 | X=0505.630-0522.270 | Y=0489.940-0499.260 | 540
P=1054 | X=0106.850-0338.400 | Y=0496.460-0507.700 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1054 | X=0106.850-0360.140 | Y=0513.980-0525.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1054 | X=0106.850-0201.800 | Y=0525.500-0536.740 | >500m đến ≤1.000m.
P=1054 | X=0106.850-0330.020 | Y=0543.050-0554.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1054 | X=0106.850-0380.360 | Y=0560.810-0572.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1054 | X=0106.850-0382.060 | Y=0572.330-0583.570 | ra Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1054 | X=0106.850-0381.100 | Y=0583.850-0595.090 | thửa đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1054 | X=0106.850-0374.390 | Y=0595.370-0606.610 | đất số 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1054 | X=0090.020-0278.630 | Y=0606.890-0618.330 | 231 trạng là đường nhựa, bê tông xi măng:
P=1054 | X=0402.140-0418.780 | Y=0609.010-0618.330 | 720
P=1054 | X=0438.410-0455.050 | Y=0609.010-0618.330 | 500
P=1054 | X=0505.630-0522.270 | Y=0609.010-0618.330 | 430
P=1054 | X=0106.850-0347.940 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1054 | X=0106.850-0148.990 | Y=0637.830-0647.150 | >1.000m.
P=1054 | X=0106.850-0330.490 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1054 | X=0309.720-0371.750 | Y=0673.110-0682.430 | Hết ranh thửa
P=1054 | X=0309.720-0365.790 | Y=0682.510-0693.750 | đất số 01, tờ
P=1054 | X=0090.020-0278.340 | Y=0688.270-0699.510 | 232 Đường XP18, ấp Bình Hòa Quốc lộ 1
P=1054 | X=0393.980-0419.030 | Y=0690.150-0699.470 | 1.300
P=1054 | X=0438.410-0455.050 | Y=0690.150-0699.470 | 910
P=1054 | X=0505.630-0522.270 | Y=0690.150-0699.470 | 780
P=1054 | X=0309.720-0378.950 | Y=0694.030-0705.270 | BĐĐC số 30 về
P=1054 | X=0309.720-0378.300 | Y=0707.460-0716.780 | bên phải và hết
P=1055 | X=0309.720-0383.260 | Y=0072.500-0083.740 | ranh thửa đất số
P=1055 | X=0309.720-0372.680 | Y=0084.020-0095.260 | 395, tờ BĐĐC
P=1055 | X=0309.720-0367.160 | Y=0097.420-0106.740 | số 30 về bên
P=1055 | X=0309.720-0365.940 | Y=0108.940-0118.260 | trái, xã Xuân
P=1055 | X=0309.720-0327.560 | Y=0120.490-0129.810 | Phú
P=1055 | X=0106.850-0355.170 | Y=0136.370-0147.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1055 | X=0106.850-0376.150 | Y=0147.650-0158.890 | XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1055 | X=0106.850-0365.260 | Y=0159.170-0170.410 | số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1055 | X=0106.850-0380.610 | Y=0170.690-0181.930 | 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1055 | X=0090.020-0106.660 | Y=0178.570-0187.890 | 233
P=1055 | X=0393.980-0419.030 | Y=0178.570-0187.890 | 1.300
P=1055 | X=0438.410-0455.050 | Y=0178.570-0187.890 | 910
P=1055 | X=0505.630-0522.270 | Y=0178.570-0187.890 | 780
P=1055 | X=0106.850-0242.600 | Y=0182.210-0193.450 | đường nhựa, bê tông xi măng:
P=1055 | X=0106.850-0337.930 | Y=0199.750-0210.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1055 | X=0106.850-0384.020 | Y=0217.270-0228.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1055 | X=0106.850-0355.170 | Y=0235.030-0246.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1055 | X=0106.850-0376.150 | Y=0246.550-0257.790 | XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1055 | X=0106.850-0365.260 | Y=0258.070-0269.310 | số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1055 | X=0106.850-0380.610 | Y=0269.590-0280.830 | 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1055 | X=0106.850-0242.600 | Y=0281.110-0292.350 | đường nhựa, bê tông xi măng:
P=1055 | X=0090.020-0106.660 | Y=0291.900-0301.220 | 234
P=1055 | X=0393.980-0419.030 | Y=0291.900-0301.220 | 1.000
P=1055 | X=0438.410-0455.050 | Y=0291.900-0301.220 | 700
P=1055 | X=0505.630-0522.270 | Y=0291.900-0301.220 | 600
P=1055 | X=0106.850-0338.400 | Y=0298.660-0309.900 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1055 | X=0106.850-0360.140 | Y=0315.940-0327.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1055 | X=0106.850-0201.800 | Y=0327.460-0338.700 | >500m đến ≤1.000m.
P=1055 | X=0106.850-0330.020 | Y=0344.980-0356.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1055 | X=0106.850-0355.170 | Y=0362.740-0373.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1055 | X=0106.850-0376.150 | Y=0374.280-0385.520 | XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1055 | X=0106.850-0365.260 | Y=0385.800-0397.040 | số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=1055 | X=0106.850-0380.610 | Y=0397.320-0408.560 | 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=1055 | X=0090.020-0242.600 | Y=0408.840-0420.280 | 235 đường nhựa, bê tông xi măng:
P=1055 | X=0402.140-0418.780 | Y=0410.960-0420.280 | 800
P=1055 | X=0438.410-0455.050 | Y=0410.960-0420.280 | 560
P=1055 | X=0505.630-0522.270 | Y=0410.960-0420.280 | 480
P=1055 | X=0106.850-0347.940 | Y=0426.360-0437.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1055 | X=0106.850-0148.990 | Y=0439.760-0449.080 | >1.000m.
P=1055 | X=0106.850-0330.490 | Y=0455.420-0466.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1055 | X=0106.850-0380.360 | Y=0473.180-0484.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1055 | X=0106.850-0382.060 | Y=0484.460-0495.700 | ra Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1055 | X=0106.850-0375.580 | Y=0495.980-0507.220 | thửa đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1055 | X=0106.850-0374.390 | Y=0507.500-0518.740 | đất số 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1055 | X=0090.020-0106.660 | Y=0515.380-0524.700 | 236
P=1055 | X=0393.980-0419.030 | Y=0515.380-0524.700 | 1.200
P=1055 | X=0438.410-0455.050 | Y=0515.380-0524.700 | 840
P=1055 | X=0505.630-0522.270 | Y=0515.380-0524.700 | 720
P=1055 | X=0106.850-0278.630 | Y=0519.020-0530.260 | trạng là đường nhựa, bê tông xi măng:
P=1055 | X=0106.850-0337.930 | Y=0536.570-0547.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1055 | X=0106.850-0384.020 | Y=0554.090-0565.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1055 | X=0106.850-0380.360 | Y=0571.850-0583.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1055 | X=0106.850-0382.060 | Y=0583.370-0594.610 | ra Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1055 | X=0106.850-0375.580 | Y=0594.890-0606.130 | thửa đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1055 | X=0106.850-0374.390 | Y=0606.410-0617.650 | đất số 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1055 | X=0106.850-0278.630 | Y=0617.950-0629.190 | trạng là đường nhựa, bê tông xi măng:
P=1055 | X=0090.020-0106.660 | Y=0628.710-0638.030 | 237
P=1055 | X=0402.140-0418.780 | Y=0628.710-0638.030 | 900
P=1055 | X=0438.410-0455.050 | Y=0628.710-0638.030 | 630
P=1055 | X=0505.630-0522.270 | Y=0628.710-0638.030 | 540
P=1055 | X=0106.850-0338.440 | Y=0635.470-0646.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1055 | X=0106.850-0360.140 | Y=0652.750-0663.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1055 | X=0106.850-0201.800 | Y=0664.270-0675.510 | >500m đến ≤1.000m.
P=1055 | X=0106.850-0330.020 | Y=0681.790-0693.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1055 | X=0090.020-0380.360 | Y=0699.550-0710.790 | 238 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1055 | X=0402.140-0418.780 | Y=0701.430-0710.750 | 720
P=1055 | X=0438.410-0455.050 | Y=0701.430-0710.750 | 500
P=1055 | X=0505.630-0522.270 | Y=0701.430-0710.750 | 430
P=1056 | X=0106.850-0382.070 | Y=0072.500-0083.740 | ra Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1056 | X=0106.850-0375.580 | Y=0084.020-0095.260 | thửa đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa
P=1056 | X=0106.850-0374.390 | Y=0095.540-0106.780 | đất số 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện
P=1056 | X=0106.850-0278.630 | Y=0107.060-0118.300 | trạng là đường nhựa, bê tông xi măng:
P=1056 | X=0106.850-0347.940 | Y=0124.610-0135.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1056 | X=0106.850-0148.990 | Y=0138.010-0147.330 | >1.000m.
P=1056 | X=0106.850-0330.500 | Y=0153.410-0164.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1056 | X=0309.720-0371.750 | Y=0173.050-0182.370 | Hết ranh thửa
P=1056 | X=0309.720-0365.790 | Y=0182.690-0193.930 | đất số 29, tờ
P=1056 | X=0309.720-0378.950 | Y=0194.210-0205.450 | BĐĐC số 28 về
P=1056 | X=0309.720-0378.300 | Y=0207.630-0216.950 | bên phải và hết
P=1056 | X=0090.020-0278.340 | Y=0211.510-0222.750 | 239 Đường XP20, ấp Bình Hòa Quốc lộ 1
P=1056 | X=0393.980-0419.030 | Y=0213.390-0222.710 | 1.300
P=1056 | X=0438.410-0455.050 | Y=0213.390-0222.710 | 910
P=1056 | X=0505.630-0522.270 | Y=0213.390-0222.710 | 780
P=1056 | X=0309.720-0383.260 | Y=0217.270-0228.510 | ranh thửa đất số
P=1056 | X=0309.720-0380.390 | Y=0228.790-0240.030 | 29, tờ BĐĐC số
P=1056 | X=0309.720-0373.220 | Y=0242.190-0251.510 | 46 về bên trái,
P=1056 | X=0309.720-0367.150 | Y=0253.710-0263.030 | xã Xuân Phú
P=1056 | X=0106.850-0355.170 | Y=0269.590-0280.830 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1056 | X=0106.850-0376.150 | Y=0281.110-0292.350 | XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1056 | X=0106.850-0381.910 | Y=0292.660-0303.900 | số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=1056 | X=0106.850-0358.050 | Y=0303.940-0315.180 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là
P=1056 | X=0090.020-0106.660 | Y=0311.820-0321.140 | 240
P=1056 | X=0393.980-0419.030 | Y=0311.820-0321.140 | 1.300
P=1056 | X=0438.410-0455.050 | Y=0311.820-0321.140 | 910
P=1056 | X=0505.630-0522.270 | Y=0311.820-0321.140 | 780
P=1056 | X=0106.850-0242.600 | Y=0315.460-0326.700 | đường nhựa, bê tông xi măng:
P=1056 | X=0106.850-0337.930 | Y=0332.980-0344.220 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1056 | X=0106.850-0384.020 | Y=0350.500-0361.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1056 | X=0106.850-0355.170 | Y=0368.280-0379.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1056 | X=0106.850-0376.150 | Y=0379.800-0391.040 | XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1056 | X=0106.850-0381.910 | Y=0391.320-0402.560 | số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=1056 | X=0106.850-0358.050 | Y=0402.840-0414.080 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là
P=1056 | X=0106.850-0242.600 | Y=0414.360-0425.600 | đường nhựa, bê tông xi măng:
P=1056 | X=0090.020-0106.660 | Y=0425.120-0434.440 | 241
P=1056 | X=0393.980-0419.030 | Y=0425.120-0434.440 | 1.000
P=1056 | X=0438.410-0455.050 | Y=0425.120-0434.440 | 700
P=1056 | X=0505.630-0522.270 | Y=0425.120-0434.440 | 600
P=1056 | X=0106.850-0338.400 | Y=0431.880-0443.120 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1056 | X=0106.850-0360.140 | Y=0449.420-0460.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1056 | X=0106.850-0201.800 | Y=0460.940-0472.180 | >500m đến ≤1.000m.
P=1056 | X=0106.850-0330.020 | Y=0478.220-0489.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1056 | X=0106.850-0355.170 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1056 | X=0106.850-0376.150 | Y=0507.500-0518.740 | XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1056 | X=0106.850-0381.910 | Y=0519.020-0530.260 | số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa đất số 29,
P=1056 | X=0106.850-0358.050 | Y=0530.540-0541.780 | tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện trạng là
P=1056 | X=0090.020-0242.620 | Y=0542.090-0553.530 | 242 đường nhựa, bê tông xi măng:
P=1056 | X=0402.140-0418.780 | Y=0544.210-0553.530 | 800
P=1056 | X=0438.410-0455.050 | Y=0544.210-0553.530 | 560
P=1056 | X=0505.630-0522.270 | Y=0544.210-0553.530 | 480
P=1056 | X=0106.850-0347.940 | Y=0559.610-0570.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1056 | X=0106.850-0148.990 | Y=0573.010-0582.330 | >1.000m.
P=1056 | X=0106.850-0330.490 | Y=0588.650-0599.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1056 | X=0106.850-0380.360 | Y=0606.410-0617.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1056 | X=0106.850-0382.060 | Y=0617.950-0629.190 | ra Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1056 | X=0106.850-0375.580 | Y=0629.470-0640.710 | thửa đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa
P=1056 | X=0106.850-0368.870 | Y=0640.750-0651.990 | đất số 29, tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện
P=1056 | X=0090.020-0106.660 | Y=0648.630-0657.950 | 243
P=1056 | X=0393.980-0419.030 | Y=0648.630-0657.950 | 1.200
P=1056 | X=0438.410-0455.050 | Y=0648.630-0657.950 | 840
P=1056 | X=0505.630-0522.270 | Y=0648.630-0657.950 | 720
P=1056 | X=0106.850-0278.630 | Y=0652.270-0663.510 | trạng là đường nhựa, bê tông xi măng:
P=1056 | X=0106.850-0337.930 | Y=0669.790-0681.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1056 | X=0106.850-0384.020 | Y=0687.310-0698.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1056 | X=0090.020-0380.360 | Y=0705.090-0716.330 | 244 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1056 | X=0402.140-0418.780 | Y=0706.980-0716.300 | 900
P=1056 | X=0438.410-0455.050 | Y=0706.980-0716.300 | 630
P=1056 | X=0505.630-0522.270 | Y=0706.980-0716.300 | 540
P=1057 | X=0106.850-0382.060 | Y=0072.500-0083.740 | ra Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1057 | X=0106.850-0375.580 | Y=0084.020-0095.260 | thửa đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa
P=1057 | X=0106.850-0368.870 | Y=0095.540-0106.780 | đất số 29, tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện
P=1057 | X=0106.850-0278.630 | Y=0107.060-0118.300 | trạng là đường nhựa, bê tông xi măng:
P=1057 | X=0106.850-0338.400 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1057 | X=0106.850-0360.140 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1057 | X=0106.850-0201.800 | Y=0153.410-0164.650 | >500m đến ≤1.000m.
P=1057 | X=0106.850-0330.020 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1057 | X=0106.850-0380.360 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1057 | X=0106.850-0382.060 | Y=0200.230-0211.470 | ra Đường XP20, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=1057 | X=0106.850-0375.580 | Y=0211.750-0222.990 | thửa đất số 29, tờ BĐĐC số 28 về bên phải và hết ranh thửa
P=1057 | X=0106.850-0368.870 | Y=0223.270-0234.510 | đất số 29, tờ BĐĐC số 46 về bên trái, xã Xuân Phú có hiện
P=1057 | X=0090.020-0278.630 | Y=0234.790-0246.230 | 245 trạng là đường nhựa, bê tông xi măng:
P=1057 | X=0402.140-0418.780 | Y=0236.910-0246.230 | 720
P=1057 | X=0438.410-0455.050 | Y=0236.910-0246.230 | 500
P=1057 | X=0505.630-0522.270 | Y=0236.910-0246.230 | 430
P=1057 | X=0106.850-0347.940 | Y=0252.310-0263.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1057 | X=0106.850-0148.990 | Y=0265.710-0275.030 | >1.000m.
P=1057 | X=0106.850-0330.490 | Y=0281.380-0292.620 | - Có bề rộng <3m, cách đường giao thông >200m.
