TABLE=081 | AREA=Xã Bù Đăng | SECTION=agricultural | SEGMENTS=1
P=2084 | X=0511.150-0522.270 | Y=0217.710-0227.030 | 32
P=2084 | X=0215.350-0310.530 | Y=0230.230-0241.470 | đất số 171, tờ bản đồ
P=2084 | X=0215.350-0239.700 | Y=0243.630-0252.950 | số 13
P=2084 | X=0215.350-0292.070 | Y=0261.630-0270.950 | Phía bên trái chợ
P=2084 | X=0092.900-0160.690 | Y=0265.510-0276.750 | 30 Đường số 1
P=2084 | X=0418.460-0435.100 | Y=0267.390-0276.710 | 182
P=2084 | X=0449.690-0466.330 | Y=0267.390-0276.710 | 146
P=2084 | X=0479.690-0496.330 | Y=0267.390-0276.710 | 116
P=2084 | X=0511.150-0522.270 | Y=0267.390-0276.710 | 32
P=2084 | X=0215.350-0239.910 | Y=0273.150-0282.470 | chính
P=2084 | X=0215.350-0297.130 | Y=0291.180-0300.500 | Phía bên phải chợ
P=2084 | X=0092.900-0160.690 | Y=0295.060-0306.300 | 31 Đường số 2
P=2084 | X=0418.460-0435.100 | Y=0296.940-0306.260 | 182
P=2084 | X=0449.690-0466.330 | Y=0296.940-0306.260 | 146
P=2084 | X=0479.690-0496.330 | Y=0296.940-0306.260 | 116
P=2084 | X=0511.150-0522.270 | Y=0296.940-0306.260 | 32
P=2084 | X=0215.350-0239.910 | Y=0302.700-0312.020 | chính
P=2084 | X=0092.900-0160.690 | Y=0318.820-0330.060 | 32 Đường số 3
P=2084 | X=0215.350-0292.260 | Y=0320.700-0330.020 | Phía trái chợ phụ
P=2084 | X=0418.460-0435.100 | Y=0320.700-0330.020 | 182
P=2084 | X=0449.690-0466.330 | Y=0320.700-0330.020 | 146
P=2084 | X=0479.690-0496.330 | Y=0320.700-0330.020 | 116
P=2084 | X=0511.150-0522.270 | Y=0320.700-0330.020 | 32
P=2084 | X=0092.900-0160.690 | Y=0336.820-0348.060 | 33 Đường số 4
P=2084 | X=0215.350-0297.320 | Y=0338.700-0348.020 | Phía phải chợ phụ
P=2084 | X=0418.460-0435.100 | Y=0338.700-0348.020 | 182
P=2084 | X=0449.690-0466.330 | Y=0338.700-0348.020 | 146
P=2084 | X=0479.690-0496.330 | Y=0338.700-0348.020 | 116
P=2084 | X=0511.150-0522.270 | Y=0338.700-0348.020 | 32
P=2084 | X=0092.900-0170.070 | Y=0354.820-0366.060 | 34 Đường Lê Lợi
P=2084 | X=0215.350-0265.620 | Y=0356.700-0366.020 | Toàn tuyến
P=2084 | X=0418.460-0435.100 | Y=0356.700-0366.020 | 182
P=2084 | X=0449.690-0466.330 | Y=0356.700-0366.020 | 146
P=2084 | X=0479.690-0496.330 | Y=0356.700-0366.020 | 116
P=2084 | X=0511.150-0522.270 | Y=0356.700-0366.020 | 32
P=2084 | X=0215.350-0399.820 | Y=0372.840-0384.080 | Ngã tư đường Quốc lộ Ngã ba đường Hai
P=2084 | X=0092.900-0195.250 | Y=0378.600-0389.840 | 35 Đường Lê Quý Đôn
P=2084 | X=0418.460-0435.100 | Y=0380.480-0389.800 | 182
P=2084 | X=0449.690-0466.330 | Y=0380.480-0389.800 | 146
P=2084 | X=0479.690-0496.330 | Y=0380.480-0389.800 | 116
P=2084 | X=0511.150-0522.270 | Y=0380.480-0389.800 | 32
P=2084 | X=0316.920-0359.470 | Y=0384.360-0395.600 | Bà Trưng
P=2084 | X=0215.350-0226.470 | Y=0386.240-0395.560 | 14
P=2084 | X=0215.350-0402.230 | Y=0402.360-0413.600 | Ngã ba đường Hai Bà Ngã tư giáp đường
P=2084 | X=0092.900-0195.250 | Y=0408.120-0419.360 | 36 Đường Lê Quý Đôn
P=2084 | X=0418.460-0435.100 | Y=0410.000-0419.320 | 182
P=2084 | X=0449.690-0466.330 | Y=0410.000-0419.320 | 146
P=2084 | X=0479.690-0496.330 | Y=0410.000-0419.320 | 116
P=2084 | X=0511.150-0522.270 | Y=0410.000-0419.320 | 32
P=2084 | X=0215.350-0242.790 | Y=0413.880-0425.120 | Trưng
P=2084 | X=0316.920-0329.720 | Y=0415.760-0425.080 | D1
P=2084 | X=0316.920-0382.070 | Y=0431.880-0443.120 | Ngã ba đường
P=2084 | X=0092.900-0195.250 | Y=0437.640-0448.880 | 37 Đường Lê Quý Đôn
P=2084 | X=0215.350-0316.280 | Y=0437.640-0448.880 | Ngã tư giáp đường D1
P=2084 | X=0418.460-0435.100 | Y=0439.520-0448.840 | 182
P=2084 | X=0449.690-0466.330 | Y=0439.520-0448.840 | 146
P=2084 | X=0479.690-0496.330 | Y=0439.520-0448.840 | 116
P=2084 | X=0511.150-0522.270 | Y=0439.520-0448.840 | 32
P=2084 | X=0316.920-0358.280 | Y=0445.280-0454.600 | Trần Phú
P=2084 | X=0215.350-0304.040 | Y=0461.420-0472.660 | Ngã ba đường Trần
P=2084 | X=0316.920-0382.070 | Y=0461.420-0472.660 | Ngã ba đường
P=2084 | X=0092.900-0195.250 | Y=0467.180-0478.420 | 38 Đường Lê Quý Đôn
P=2084 | X=0418.460-0435.100 | Y=0469.060-0478.380 | 182
P=2084 | X=0449.690-0466.330 | Y=0469.060-0478.380 | 146
P=2084 | X=0479.690-0496.330 | Y=0469.060-0478.380 | 116
P=2084 | X=0511.150-0522.270 | Y=0469.060-0478.380 | 32
P=2084 | X=0316.920-0374.840 | Y=0472.940-0484.180 | Hùng Vương
P=2084 | X=0215.350-0233.190 | Y=0474.820-0484.140 | Phú
P=2084 | X=0215.350-0382.070 | Y=0490.940-0502.180 | Ngã tư đường Quốc lộ Ngã ba đường
P=2084 | X=0092.900-0195.250 | Y=0496.700-0507.940 | 39 Đường Lê Quý Đôn
P=2084 | X=0418.460-0435.100 | Y=0498.580-0507.900 | 182
P=2084 | X=0449.690-0466.330 | Y=0498.580-0507.900 | 146
P=2084 | X=0479.690-0496.330 | Y=0498.580-0507.900 | 116
P=2084 | X=0511.150-0522.270 | Y=0498.580-0507.900 | 32
P=2084 | X=0316.920-0386.630 | Y=0502.220-0513.460 | Trần Hưng Đạo
P=2084 | X=0215.350-0226.470 | Y=0504.100-0513.420 | 14
P=2084 | X=0316.920-0394.300 | Y=0520.220-0531.460 | Phía Tây: Đường
P=2084 | X=0316.920-0386.630 | Y=0531.740-0542.980 | Trần Hưng Đạo
P=2084 | X=0215.350-0307.320 | Y=0540.650-0551.890 | Ngã ba đường Quốc
P=2084 | X=0092.900-0209.660 | Y=0546.410-0557.650 | 40 Đường Đoàn Đức Thái
P=2084 | X=0418.460-0435.100 | Y=0548.290-0557.610 | 182
P=2084 | X=0449.690-0466.330 | Y=0548.290-0557.610 | 146
P=2084 | X=0479.690-0496.330 | Y=0548.290-0557.610 | 116
P=2084 | X=0511.150-0522.270 | Y=0548.290-0557.610 | 32
P=2084 | X=0316.920-0385.500 | Y=0549.290-0560.530 | Phía Đông: Hết
P=2084 | X=0215.350-0237.300 | Y=0554.050-0563.370 | lộ 14
P=2084 | X=0316.920-0396.510 | Y=0560.810-0572.050 | thửa đất số 47, tờ
P=2084 | X=0316.920-0369.100 | Y=0572.330-0583.570 | bản đồ số 8
P=2084 | X=0215.350-0394.300 | Y=0590.330-0601.570 | Phía Tây: Đường Trần Phía Tây: Đường
P=2084 | X=0215.350-0261.540 | Y=0601.850-0613.090 | Hưng Đạo
P=2084 | X=0316.920-0384.700 | Y=0601.850-0613.090 | Nơ Trang Long
P=2084 | X=0092.900-0304.760 | Y=0616.270-0630.630 | 41 Đường Đoàn Đức Thái Phía Đông: Từ thửa
P=2084 | X=0418.460-0435.100 | Y=0618.150-0627.470 | 182
P=2084 | X=0449.690-0466.330 | Y=0618.150-0627.470 | 146
P=2084 | X=0479.690-0496.330 | Y=0618.150-0627.470 | 116
P=2084 | X=0511.150-0522.270 | Y=0618.150-0627.470 | 32
P=2084 | X=0316.920-0385.500 | Y=0619.390-0630.630 | Phía Đông: Hết
P=2084 | X=0215.350-0305.010 | Y=0630.910-0642.150 | đất số 25, tờ bản đồ
P=2084 | X=0316.920-0390.990 | Y=0630.910-0642.150 | thửa đất số 6, tờ
P=2084 | X=0316.920-0374.620 | Y=0642.430-0653.670 | bản đồ số 36
P=2084 | X=0215.350-0239.700 | Y=0644.310-0653.630 | số 36
P=2084 | X=0215.350-0387.810 | Y=0662.310-0674.310 | Phía Tây: Đường Nơ Ngã ba vào nhà
P=2084 | X=0316.920-0379.390 | Y=0673.830-0683.150 | ông Ba Tuyên
P=2084 | X=0215.350-0266.560 | Y=0676.470-0685.790 | Trang Long
P=2084 | X=0092.900-0209.660 | Y=0683.470-0694.710 | 42 Đường Đoàn Đức Thái
P=2084 | X=0316.920-0381.660 | Y=0685.350-0694.670 | (Phía Tây: Hết
P=2084 | X=0418.460-0435.100 | Y=0685.350-0694.670 | 182
P=2084 | X=0449.690-0466.330 | Y=0685.350-0694.670 | 146
P=2084 | X=0479.690-0496.330 | Y=0685.350-0694.670 | 116
P=2084 | X=0511.150-0522.270 | Y=0685.350-0694.670 | 32
P=2084 | X=0215.350-0402.040 | Y=0692.110-0705.990 | Phía Đông: Từ thửa thửa đất số 122, tờ
P=2084 | X=0215.350-0395.480 | Y=0703.650-0717.530 | đất số 5, tờ bản đồ số bản đồ số 2, Phía
P=2085 | X=0316.920-0402.070 | Y=0072.740-0083.980 | Đông: Hết thửa đất
P=2085 | X=0215.350-0226.470 | Y=0074.620-0083.940 | 36
P=2085 | X=0316.920-0395.510 | Y=0084.260-0095.500 | số 121, tờ bản đồ
P=2085 | X=0316.920-0325.800 | Y=0097.660-0106.980 | 2)
P=2085 | X=0316.920-0395.990 | Y=0113.780-0125.020 | Ngã ba đường bê
P=2085 | X=0215.350-0394.520 | Y=0127.210-0136.530 | Ngã ba vào nhà ông tông giáp ranh xã
P=2085 | X=0215.350-0398.840 | Y=0136.850-0148.090 | Bà Tuyến (Phía Bắc: Đoàn Kết cũ (Phía
P=2085 | X=0215.350-0394.860 | Y=0148.370-0159.610 | Từ thửa đất số 87, tờ Tây: Hết thửa đất
P=2085 | X=0092.900-0209.660 | Y=0154.130-0165.370 | 43 Đường Đoàn Đức Thái
P=2085 | X=0418.460-0435.100 | Y=0156.010-0165.330 | 182
P=2085 | X=0449.690-0466.330 | Y=0156.010-0165.330 | 146
P=2085 | X=0479.690-0496.330 | Y=0156.010-0165.330 | 116
P=2085 | X=0511.150-0522.270 | Y=0156.010-0165.330 | 32
P=2085 | X=0215.350-0293.920 | Y=0159.650-0170.890 | bản đồ số 2, Phía
P=2085 | X=0316.920-0397.420 | Y=0159.650-0170.890 | số 2, tờ bản đồ số
P=2085 | X=0215.350-0396.540 | Y=0171.170-0182.410 | Nam: Từ thửa đất số 2, Phía Đông: Hết
P=2085 | X=0215.350-0390.990 | Y=0182.690-0193.930 | 123, tờ bản đồ số 2) thửa đất số 3, tờ
P=2085 | X=0316.920-0372.380 | Y=0194.210-0205.450 | bản đồ số 2)
P=2085 | X=0215.350-0316.740 | Y=0212.230-0223.470 | Ngã ba đường bê tông
P=2085 | X=0215.350-0371.020 | Y=0223.750-0234.990 | giáp ranh xã Đoàn Kết Giáp đường
P=2085 | X=0092.900-0392.850 | Y=0235.270-0246.510 | 44 Đường Đoàn Đức Thái cũ (Phía Tây: Từ thửa Nguyễn Thị Minh
P=2085 | X=0418.460-0435.100 | Y=0237.150-0246.470 | 182
P=2085 | X=0449.690-0466.330 | Y=0237.150-0246.470 | 146
P=2085 | X=0479.690-0496.330 | Y=0237.150-0246.470 | 116
P=2085 | X=0511.150-0522.270 | Y=0237.150-0246.470 | 32
P=2085 | X=0215.350-0336.920 | Y=0246.790-0258.030 | đất số 1, tờ bản đồ số Khai
P=2085 | X=0215.350-0224.230 | Y=0260.190-0269.510 | 2)
P=2085 | X=0215.350-0302.360 | Y=0276.310-0287.550 | Ngã ba giao đường
P=2085 | X=0316.920-0402.230 | Y=0276.310-0287.550 | Ngã tư giáp đường
P=2085 | X=0092.900-0197.440 | Y=0282.100-0293.340 | 45 Đường Nguyễn Huệ
P=2085 | X=0418.460-0435.100 | Y=0283.980-0293.300 | 182
P=2085 | X=0449.690-0466.330 | Y=0283.980-0293.300 | 146
P=2085 | X=0479.690-0496.330 | Y=0283.980-0293.300 | 116
P=2085 | X=0511.150-0522.270 | Y=0283.980-0293.300 | 32
P=2085 | X=0316.920-0386.630 | Y=0287.860-0299.100 | Trần Hưng Đạo
P=2085 | X=0215.350-0263.940 | Y=0289.740-0299.060 | Quốc lộ 14
P=2085 | X=0215.350-0300.690 | Y=0305.860-0317.100 | Ngã tư giáp đường
P=2085 | X=0092.900-0197.440 | Y=0311.620-0322.860 | 46 Đường Nguyễn Huệ
P=2085 | X=0316.920-0365.020 | Y=0313.500-0322.820 | Cuối tuyến
P=2085 | X=0418.460-0435.100 | Y=0313.500-0322.820 | 182
P=2085 | X=0449.690-0466.330 | Y=0313.500-0322.820 | 146
P=2085 | X=0479.690-0496.330 | Y=0313.500-0322.820 | 116
P=2085 | X=0511.150-0522.270 | Y=0313.500-0322.820 | 32
P=2085 | X=0215.350-0285.070 | Y=0317.380-0328.620 | Trần Hưng Đạo
P=2085 | X=0092.900-0194.250 | Y=0335.380-0346.620 | 47 Đường Ngô Gia Tự
P=2085 | X=0215.350-0265.620 | Y=0337.260-0346.580 | Toàn tuyến
P=2085 | X=0418.460-0435.100 | Y=0337.260-0346.580 | 182
P=2085 | X=0449.690-0466.330 | Y=0337.260-0346.580 | 146
P=2085 | X=0479.690-0496.330 | Y=0337.260-0346.580 | 116
P=2085 | X=0511.150-0522.270 | Y=0337.260-0346.580 | 32
P=2085 | X=0092.900-0183.000 | Y=0353.380-0364.620 | 48 Đường Trần Phú
P=2085 | X=0215.350-0265.620 | Y=0355.260-0364.580 | Toàn tuyến
P=2085 | X=0418.460-0435.100 | Y=0355.260-0364.580 | 182
P=2085 | X=0449.690-0466.330 | Y=0355.260-0364.580 | 146
P=2085 | X=0479.690-0496.330 | Y=0355.260-0364.580 | 116
P=2085 | X=0511.150-0522.270 | Y=0355.260-0364.580 | 32
P=2085 | X=0092.900-0191.430 | Y=0371.400-0382.640 | 49 Đường Võ Thị Sáu
P=2085 | X=0215.350-0265.620 | Y=0373.280-0382.600 | Toàn tuyến
P=2085 | X=0418.460-0435.100 | Y=0373.280-0382.600 | 182
P=2085 | X=0449.690-0466.330 | Y=0373.280-0382.600 | 146
P=2085 | X=0479.690-0496.330 | Y=0373.280-0382.600 | 116
P=2085 | X=0511.150-0522.270 | Y=0373.280-0382.600 | 32
P=2085 | X=0092.900-0201.960 | Y=0389.400-0400.640 | 50 Đường Hai Bà Trưng
P=2085 | X=0215.350-0265.620 | Y=0391.280-0400.600 | Toàn tuyến
P=2085 | X=0418.460-0435.100 | Y=0391.280-0400.600 | 182
P=2085 | X=0449.690-0466.330 | Y=0391.280-0400.600 | 146
P=2085 | X=0479.690-0496.330 | Y=0391.280-0400.600 | 116
P=2085 | X=0511.150-0522.270 | Y=0391.280-0400.600 | 32
P=2085 | X=0092.900-0265.620 | Y=0407.400-0418.640 | 51 Đường Trần Hưng Đạo Toàn tuyến
P=2085 | X=0418.460-0435.100 | Y=0409.280-0418.600 | 182
P=2085 | X=0449.690-0466.330 | Y=0409.280-0418.600 | 146
P=2085 | X=0479.690-0496.330 | Y=0409.280-0418.600 | 116
P=2085 | X=0511.150-0522.270 | Y=0409.280-0418.600 | 32
P=2085 | X=0316.920-0402.190 | Y=0425.400-0436.640 | Phía Đông: Ngã ba
P=2085 | X=0316.920-0401.730 | Y=0436.920-0448.160 | giao đường Hai Bà
P=2085 | X=0316.920-0344.360 | Y=0448.200-0459.440 | Trưng
P=2085 | X=0215.350-0302.360 | Y=0451.340-0462.580 | Ngã ba giao đường
P=2085 | X=0092.900-0184.200 | Y=0457.100-0468.340 | 52 Đường Điểu Ong
P=2085 | X=0418.460-0435.100 | Y=0458.980-0468.300 | 182
P=2085 | X=0449.690-0466.330 | Y=0458.980-0468.300 | 146
P=2085 | X=0479.690-0496.330 | Y=0458.980-0468.300 | 116
P=2085 | X=0511.150-0522.270 | Y=0458.980-0468.300 | 32
P=2085 | X=0215.350-0263.940 | Y=0464.740-0474.060 | Quốc lộ 14
P=2085 | X=0316.920-0401.740 | Y=0467.620-0476.940 | Phía Tây: Hết thửa
P=2085 | X=0316.920-0398.140 | Y=0477.260-0488.500 | đất số 130, tờ bản
P=2085 | X=0316.920-0349.640 | Y=0488.780-0500.020 | đồ số 8
P=2085 | X=0316.920-0404.380 | Y=0506.780-0518.020 | Ngã ba Sóc ông Đố
P=2085 | X=0215.350-0300.620 | Y=0515.420-0526.660 | Phía Đông: Ngã ba
P=2085 | X=0316.920-0381.660 | Y=0520.180-0529.500 | (Phía Tây: Hết
P=2085 | X=0215.350-0300.170 | Y=0526.940-0538.180 | giao đường Hai Bà
P=2085 | X=0316.920-0396.510 | Y=0529.820-0541.060 | thửa đất số 61, tờ
P=2085 | X=0215.350-0242.790 | Y=0538.250-0549.490 | Trưng
P=2085 | X=0092.900-0184.200 | Y=0541.370-0552.610 | 53 Đường Điểu Ong
P=2085 | X=0316.920-0401.000 | Y=0541.370-0552.610 | bản đồ số 60, Phía
P=2085 | X=0418.460-0435.100 | Y=0543.250-0552.570 | 182
P=2085 | X=0449.690-0466.330 | Y=0543.250-0552.570 | 146
P=2085 | X=0479.690-0496.330 | Y=0543.250-0552.570 | 116
P=2085 | X=0511.150-0522.270 | Y=0543.250-0552.570 | 32
P=2085 | X=0215.350-0402.070 | Y=0552.890-0567.010 | Phía Tây: Từ thửa đất Đông: Hết thửa đất
P=2085 | X=0215.350-0403.180 | Y=0564.410-0578.530 | số 1, tờ bản đồ số 13 số 65, tờ bản đồ số
P=2085 | X=0316.920-0331.320 | Y=0577.810-0587.130 | 60)
P=2085 | X=0215.350-0302.840 | Y=0593.930-0605.170 | Ngã ba Sóc ông Đồ
P=2085 | X=0215.350-0300.680 | Y=0607.330-0616.650 | (Phía Tây: Từ thửa
P=2085 | X=0215.350-0389.510 | Y=0616.750-0627.990 | đất số 12, tờ bản đồ Cuối tuyến (Đập
P=2085 | X=0092.900-0184.200 | Y=0622.510-0633.750 | 54 Đường Điểu Ong
P=2085 | X=0418.460-0435.100 | Y=0624.390-0633.710 | 182
P=2085 | X=0449.690-0466.330 | Y=0624.390-0633.710 | 146
P=2085 | X=0479.690-0496.330 | Y=0624.390-0633.710 | 116
P=2085 | X=0511.150-0522.270 | Y=0624.390-0633.710 | 32
P=2085 | X=0215.350-0390.330 | Y=0628.270-0639.510 | số 64, Phía Đông: Từ thủy lợi Bù Môn)
P=2085 | X=0215.350-0308.840 | Y=0639.790-0651.030 | thửa đất số 5, tờ bản
P=2085 | X=0215.350-0256.900 | Y=0651.310-0662.550 | đồ số 64)
P=2085 | X=0215.350-0302.840 | Y=0669.310-0680.550 | Ngã ba Sóc ông Đố
P=2085 | X=0107.330-0204.290 | Y=0680.830-0692.070 | Đường nhựa vào Sóc
P=2085 | X=0215.350-0300.680 | Y=0682.710-0692.030 | (Phía Tây: Từ thửa
P=2085 | X=0092.900-0104.020 | Y=0688.470-0697.790 | 55
P=2085 | X=0316.920-0365.020 | Y=0688.470-0697.790 | Cuối tuyến
P=2085 | X=0418.460-0435.100 | Y=0688.470-0697.790 | 182
P=2085 | X=0449.690-0466.330 | Y=0688.470-0697.790 | 146
P=2085 | X=0479.690-0496.330 | Y=0688.470-0697.790 | 116
P=2085 | X=0511.150-0522.270 | Y=0688.470-0697.790 | 32
P=2085 | X=0215.350-0305.010 | Y=0692.350-0703.590 | đất số 60, tờ bản đồ
P=2085 | X=0107.330-0141.960 | Y=0694.230-0703.550 | Bù Môn
P=2085 | X=0215.350-0313.960 | Y=0703.890-0715.130 | số 60, Phía Đông: Hết
P=2086 | X=0215.350-0314.360 | Y=0072.740-0083.980 | thửa đất số 12, tờ bản
P=2086 | X=0215.350-0256.900 | Y=0084.260-0095.500 | đồ số 64)
P=2086 | X=0107.330-0196.950 | Y=0102.260-0113.500 | Đường Nguyễn Văn
P=2086 | X=0092.900-0104.020 | Y=0109.900-0119.220 | 56
P=2086 | X=0215.350-0265.620 | Y=0109.900-0119.220 | Toàn tuyến
P=2086 | X=0418.460-0435.100 | Y=0109.900-0119.220 | 182
P=2086 | X=0449.690-0466.330 | Y=0109.900-0119.220 | 146
P=2086 | X=0479.690-0496.330 | Y=0109.900-0119.220 | 116
P=2086 | X=0511.150-0522.270 | Y=0109.900-0119.220 | 32
P=2086 | X=0107.330-0124.690 | Y=0115.660-0124.980 | Trỗi
P=2086 | X=0215.350-0316.280 | Y=0131.810-0143.050 | Ngã tư đường Quốc lộ
P=2086 | X=0092.900-0211.360 | Y=0137.570-0148.810 | 57 Đường Lê Hồng Phong
P=2086 | X=0316.920-0395.980 | Y=0137.570-0148.810 | Ngã tư đường D1
P=2086 | X=0418.460-0435.100 | Y=0139.450-0148.770 | 182
P=2086 | X=0449.690-0466.330 | Y=0139.450-0148.770 | 146
P=2086 | X=0479.690-0496.330 | Y=0139.450-0148.770 | 116
P=2086 | X=0511.150-0522.270 | Y=0139.450-0148.770 | 32
P=2086 | X=0215.350-0226.470 | Y=0145.210-0154.530 | 14
P=2086 | X=0316.920-0384.380 | Y=0161.330-0172.570 | Giáp đường Lý
P=2086 | X=0092.900-0294.420 | Y=0167.090-0178.330 | 58 Đường Lê Hồng Phong Ngã tư đường D1
P=2086 | X=0418.460-0435.100 | Y=0168.970-0178.290 | 182
P=2086 | X=0449.690-0466.330 | Y=0168.970-0178.290 | 146
P=2086 | X=0479.690-0496.330 | Y=0168.970-0178.290 | 116
P=2086 | X=0511.150-0522.270 | Y=0168.970-0178.290 | 32
P=2086 | X=0316.920-0373.260 | Y=0172.850-0184.090 | Thường Kiệt
P=2086 | X=0316.920-0389.750 | Y=0192.730-0202.050 | Ngã ba Lê Hồng
P=2086 | X=0092.900-0298.260 | Y=0196.610-0207.850 | 59 Đường Lý Thường Kiệt Đường Quốc lộ 14
P=2086 | X=0418.460-0435.100 | Y=0198.490-0207.810 | 182
P=2086 | X=0449.690-0466.330 | Y=0198.490-0207.810 | 146
P=2086 | X=0479.690-0496.330 | Y=0198.490-0207.810 | 116
P=2086 | X=0511.150-0522.270 | Y=0198.490-0207.810 | 32
P=2086 | X=0316.920-0345.810 | Y=0204.270-0213.590 | Phong
P=2086 | X=0215.350-0288.190 | Y=0222.270-0231.590 | Ngã ba Lê Hồng
P=2086 | X=0092.900-0211.190 | Y=0225.910-0237.150 | 60 Đường Lý Thường Kiệt
P=2086 | X=0316.920-0349.870 | Y=0225.910-0237.150 | ĐT 755
P=2086 | X=0418.460-0435.100 | Y=0227.790-0237.110 | 182
P=2086 | X=0449.690-0466.330 | Y=0227.790-0237.110 | 146
P=2086 | X=0479.690-0496.330 | Y=0227.790-0237.110 | 116
P=2086 | X=0511.150-0522.270 | Y=0227.790-0237.110 | 32
P=2086 | X=0215.350-0244.240 | Y=0233.550-0242.870 | Phong
P=2086 | X=0107.330-0192.870 | Y=0249.670-0260.910 | Đường Nguyễn Thị
P=2086 | X=0316.920-0400.540 | Y=0251.550-0260.870 | Ngã ba vào hồ Bra
P=2086 | X=0215.350-0298.260 | Y=0255.430-0266.670 | Đường Quốc lộ 14
P=2086 | X=0092.900-0104.020 | Y=0257.310-0266.630 | 61
P=2086 | X=0418.460-0435.100 | Y=0257.310-0266.630 | 182
P=2086 | X=0449.690-0466.330 | Y=0257.310-0266.630 | 146
P=2086 | X=0479.690-0496.330 | Y=0257.310-0266.630 | 116
P=2086 | X=0511.150-0522.270 | Y=0257.310-0266.630 | 32
P=2086 | X=0316.920-0342.200 | Y=0261.190-0272.430 | măng
P=2086 | X=0107.330-0151.810 | Y=0263.070-0272.390 | Minh Khai
P=2086 | X=0107.330-0192.870 | Y=0279.190-0290.430 | Đường Nguyễn Thị
P=2086 | X=0215.350-0271.140 | Y=0284.980-0296.220 | Đoạn còn lại
P=2086 | X=0092.900-0104.020 | Y=0286.860-0296.180 | 62
P=2086 | X=0418.460-0435.100 | Y=0286.860-0296.180 | 182
P=2086 | X=0449.690-0466.330 | Y=0286.860-0296.180 | 146
P=2086 | X=0479.690-0496.330 | Y=0286.860-0296.180 | 116
P=2086 | X=0511.150-0522.270 | Y=0286.860-0296.180 | 32
P=2086 | X=0107.330-0151.800 | Y=0292.620-0301.940 | Minh Khai
P=2086 | X=0092.900-0265.620 | Y=0308.740-0319.980 | 63 Đường Nơ Trang Long Toàn tuyến
P=2086 | X=0418.460-0435.100 | Y=0310.620-0319.940 | 182
P=2086 | X=0449.690-0466.330 | Y=0310.620-0319.940 | 146
P=2086 | X=0479.690-0496.330 | Y=0310.620-0319.940 | 116
P=2086 | X=0511.150-0522.270 | Y=0310.620-0319.940 | 32
P=2086 | X=0092.900-0265.620 | Y=0326.740-0337.980 | 64 Đường Nguyễn Văn Cừ Toàn tuyến
P=2086 | X=0418.460-0435.100 | Y=0328.620-0337.940 | 182
P=2086 | X=0449.690-0466.330 | Y=0328.620-0337.940 | 146
P=2086 | X=0479.690-0496.330 | Y=0328.620-0337.940 | 116
P=2086 | X=0511.150-0522.270 | Y=0328.620-0337.940 | 32
P=2086 | X=0316.920-0404.470 | Y=0344.740-0355.980 | Ngã tư nhà ông Bọt
P=2086 | X=0107.330-0194.560 | Y=0350.500-0361.740 | Đường số 3 Xưởng
P=2086 | X=0215.350-0298.260 | Y=0356.260-0367.500 | Đường Quốc lộ 14
P=2086 | X=0316.920-0399.870 | Y=0356.260-0367.500 | (thửa đất số 20, tờ
P=2086 | X=0092.900-0104.020 | Y=0358.140-0367.460 | 65
P=2086 | X=0418.460-0435.100 | Y=0358.140-0367.460 | 182
P=2086 | X=0449.690-0466.330 | Y=0358.140-0367.460 | 146
P=2086 | X=0479.690-0496.330 | Y=0358.140-0367.460 | 116
P=2086 | X=0511.150-0522.270 | Y=0358.140-0367.460 | 32
P=2086 | X=0107.330-0177.980 | Y=0362.020-0373.260 | điều Long Đăng
P=2086 | X=0316.920-0377.900 | Y=0367.800-0379.040 | bản đồ số 15)
P=2086 | X=0107.330-0194.560 | Y=0385.800-0397.040 | Đường số 3 Xưởng
P=2086 | X=0215.350-0271.140 | Y=0391.560-0402.800 | Đoạn còn lại
P=2086 | X=0092.900-0104.020 | Y=0393.440-0402.760 | 66
P=2086 | X=0418.460-0435.100 | Y=0393.440-0402.760 | 182
P=2086 | X=0449.690-0466.330 | Y=0393.440-0402.760 | 146
P=2086 | X=0479.690-0496.330 | Y=0393.440-0402.760 | 116
P=2086 | X=0511.150-0522.270 | Y=0393.440-0402.760 | 32
P=2086 | X=0107.330-0177.980 | Y=0397.320-0408.560 | điều Long Đăng
P=2086 | X=0092.900-0154.690 | Y=0415.320-0426.560 | 67 Đường D1
P=2086 | X=0215.350-0265.620 | Y=0417.200-0426.520 | Toàn tuyến
P=2086 | X=0418.460-0435.100 | Y=0417.200-0426.520 | 182
P=2086 | X=0449.690-0466.330 | Y=0417.200-0426.520 | 146
P=2086 | X=0479.690-0496.330 | Y=0417.200-0426.520 | 116
P=2086 | X=0511.150-0522.270 | Y=0417.200-0426.520 | 32
P=2086 | X=0107.330-0202.950 | Y=0433.320-0444.560 | Đường bên hông nhà
P=2086 | X=0316.920-0395.980 | Y=0433.320-0444.560 | Ngã ba đường Lê
P=2086 | X=0215.350-0298.260 | Y=0439.080-0450.320 | Đường Quốc lộ 14
P=2086 | X=0092.900-0104.020 | Y=0440.960-0450.280 | 68
P=2086 | X=0418.460-0435.100 | Y=0440.960-0450.280 | 182
P=2086 | X=0449.690-0466.330 | Y=0440.960-0450.280 | 146
P=2086 | X=0479.690-0496.330 | Y=0440.960-0450.280 | 116
P=2086 | X=0511.150-0522.270 | Y=0440.960-0450.280 | 32
