TABLE=074 | AREA=Xã Lộc Quang | SECTION=agricultural | SEGMENTS=1
P=2058 | X=0475.610-0492.250 | Y=0197.530-0206.850 | 138
P=2058 | X=0247.540-0258.660 | Y=0209.070-0218.390 | 13
P=2058 | X=0325.560-0375.290 | Y=0209.070-0218.390 | Bắc Nam 7
P=2058 | X=0247.540-0377.030 | Y=0227.070-0236.390 | Ngã ba tiếp giáp Ngã ba tiếp
P=2058 | X=0092.900-0199.090 | Y=0236.710-0247.950 | 33 Đường Đông Tây 5a
P=2058 | X=0247.540-0377.500 | Y=0236.710-0247.950 | đường Bắc Nam giáp đường
P=2058 | X=0406.940-0423.580 | Y=0238.590-0247.910 | 216
P=2058 | X=0441.290-0457.930 | Y=0238.590-0247.910 | 173
P=2058 | X=0475.610-0492.250 | Y=0238.590-0247.910 | 138
P=2058 | X=0247.540-0253.140 | Y=0250.110-0259.430 | 2
P=2058 | X=0325.560-0375.290 | Y=0250.110-0259.430 | Bắc Nam 3
P=2058 | X=0325.560-0377.030 | Y=0268.110-0277.430 | Ngã ba tiếp
P=2058 | X=0247.540-0320.600 | Y=0273.870-0283.190 | Ngã ba tiếp giáp
P=2058 | X=0325.560-0377.500 | Y=0277.750-0288.990 | giáp đường
P=2058 | X=0092.900-0193.560 | Y=0283.540-0294.780 | 34 Đường Đông Tây 6
P=2058 | X=0247.540-0321.470 | Y=0283.540-0294.780 | đường Bắc Nam
P=2058 | X=0406.940-0423.580 | Y=0285.420-0294.740 | 216
P=2058 | X=0441.290-0457.930 | Y=0285.420-0294.740 | 173
P=2058 | X=0475.610-0492.250 | Y=0285.420-0294.740 | 138
P=2058 | X=0325.560-0389.660 | Y=0291.180-0300.500 | trục chính Bắc
P=2058 | X=0247.540-0253.140 | Y=0296.940-0306.260 | 2
P=2058 | X=0325.560-0346.680 | Y=0302.700-0312.020 | Nam
P=2058 | X=0247.540-0377.030 | Y=0320.700-0330.020 | Ngã ba tiếp giáp Ngã ba tiếp
P=2058 | X=0092.900-0199.090 | Y=0330.340-0341.580 | 35 Đường Đông Tây 6a
P=2058 | X=0247.540-0377.500 | Y=0330.340-0341.580 | đường Bắc Nam giáp đường
P=2058 | X=0406.940-0423.580 | Y=0332.220-0341.540 | 216
P=2058 | X=0441.290-0457.930 | Y=0332.220-0341.540 | 173
P=2058 | X=0475.610-0492.250 | Y=0332.220-0341.540 | 138
P=2058 | X=0247.540-0253.140 | Y=0343.740-0353.060 | 2
P=2058 | X=0325.560-0375.290 | Y=0343.740-0353.060 | Bắc Nam 3
P=2058 | X=0325.560-0377.940 | Y=0359.860-0371.100 | Ngã tư giao
P=2058 | X=0247.540-0320.600 | Y=0367.520-0376.840 | Ngã ba tiếp giáp
P=2058 | X=0325.560-0375.260 | Y=0371.400-0382.640 | đường trục
P=2058 | X=0092.900-0193.560 | Y=0377.160-0388.400 | 36 Đường Đông Tây 7
P=2058 | X=0247.540-0315.080 | Y=0377.160-0388.400 | đường Quốc lộ
P=2058 | X=0406.940-0423.580 | Y=0379.040-0388.360 | 216
P=2058 | X=0441.290-0457.930 | Y=0379.040-0388.360 | 173
P=2058 | X=0475.610-0492.250 | Y=0379.040-0388.360 | 138
P=2058 | X=0325.560-0370.220 | Y=0384.800-0394.120 | chính Bắc
P=2058 | X=0247.540-0258.660 | Y=0390.560-0399.880 | 13
P=2058 | X=0325.560-0346.680 | Y=0396.080-0405.400 | Nam
P=2058 | X=0247.540-0299.920 | Y=0412.200-0423.440 | Ngã tư giao
P=2058 | X=0325.560-0377.030 | Y=0414.080-0423.400 | Ngã ba tiếp
P=2058 | X=0092.900-0193.560 | Y=0423.720-0434.960 | 37 Đường Đông Tây 7
P=2058 | X=0247.540-0377.500 | Y=0423.720-0434.960 | đường trục chính giáp đường
P=2058 | X=0406.940-0423.580 | Y=0425.600-0434.920 | 216
P=2058 | X=0441.290-0457.930 | Y=0425.600-0434.920 | 173
P=2058 | X=0475.610-0492.250 | Y=0425.600-0434.920 | 138
P=2058 | X=0247.540-0288.570 | Y=0437.120-0446.440 | Bắc Nam
P=2058 | X=0325.560-0375.290 | Y=0437.120-0446.440 | Bắc Nam 7
P=2058 | X=0325.560-0377.940 | Y=0453.260-0464.500 | Ngã tư giao
P=2058 | X=0247.540-0375.260 | Y=0464.780-0476.020 | Đường Quốc lộ đường trục
P=2058 | X=0092.900-0193.560 | Y=0470.540-0481.780 | 38 Đường Đông Tây 9
P=2058 | X=0406.940-0423.580 | Y=0472.420-0481.740 | 216
P=2058 | X=0441.290-0457.930 | Y=0472.420-0481.740 | 173
P=2058 | X=0475.610-0492.250 | Y=0472.420-0481.740 | 138
P=2058 | X=0247.540-0258.660 | Y=0478.180-0487.500 | 13
P=2058 | X=0325.560-0370.220 | Y=0478.180-0487.500 | chính Bắc
P=2058 | X=0325.560-0346.680 | Y=0489.700-0499.020 | Nam
P=2058 | X=0247.540-0299.920 | Y=0505.820-0517.060 | Ngã tư giao
P=2058 | X=0325.560-0377.030 | Y=0507.700-0517.020 | Ngã ba tiếp
P=2058 | X=0092.900-0193.560 | Y=0517.340-0528.580 | 39 Đường Đông Tây 9
P=2058 | X=0247.540-0377.510 | Y=0517.340-0528.580 | đường trục chính giáp đường
P=2058 | X=0406.940-0423.580 | Y=0519.220-0528.540 | 216
P=2058 | X=0441.290-0457.930 | Y=0519.220-0528.540 | 173
P=2058 | X=0475.610-0492.250 | Y=0519.220-0528.540 | 138
P=2058 | X=0247.540-0288.570 | Y=0530.740-0540.060 | Bắc Nam
P=2058 | X=0325.560-0375.290 | Y=0530.740-0540.060 | Bắc Nam 7
P=2058 | X=0247.540-0377.420 | Y=0546.890-0558.130 | Đường Quốc lộ Đường Bắc
P=2058 | X=0092.900-0199.090 | Y=0552.650-0563.890 | 40 Đường Đông Tây 10
P=2058 | X=0406.940-0423.580 | Y=0554.530-0563.850 | 216
P=2058 | X=0441.290-0457.930 | Y=0554.530-0563.850 | 173
P=2058 | X=0475.610-0492.250 | Y=0554.530-0563.850 | 138
P=2058 | X=0247.540-0258.660 | Y=0560.290-0569.610 | 13
P=2058 | X=0325.560-0355.380 | Y=0560.290-0569.610 | Nam 4
P=2058 | X=0092.900-0199.090 | Y=0576.410-0587.650 | 41 Đường Đông Tây 11
P=2058 | X=0247.540-0297.800 | Y=0578.290-0587.610 | Toàn tuyến
P=2058 | X=0406.940-0423.580 | Y=0578.290-0587.610 | 216
P=2058 | X=0441.290-0457.930 | Y=0578.290-0587.610 | 173
P=2058 | X=0475.610-0492.250 | Y=0578.290-0587.610 | 138
P=2058 | X=0092.900-0199.090 | Y=0594.410-0605.650 | 42 Đường Đông Tây 12
P=2058 | X=0247.540-0297.800 | Y=0596.290-0605.610 | Toàn tuyến
P=2058 | X=0406.940-0423.580 | Y=0596.290-0605.610 | 216
P=2058 | X=0441.290-0457.930 | Y=0596.290-0605.610 | 173
P=2058 | X=0475.610-0492.250 | Y=0596.290-0605.610 | 138
P=2058 | X=0247.540-0377.420 | Y=0612.410-0623.650 | Đường Quốc lộ Đường Bắc
P=2058 | X=0092.900-0199.090 | Y=0618.190-0629.430 | 43 Đường Đông Tây 13
P=2058 | X=0406.940-0423.580 | Y=0620.070-0629.390 | 216
P=2058 | X=0441.290-0457.930 | Y=0620.070-0629.390 | 173
P=2058 | X=0475.610-0492.250 | Y=0620.070-0629.390 | 138
P=2058 | X=0247.540-0258.660 | Y=0625.830-0635.150 | 13
P=2058 | X=0325.560-0355.380 | Y=0625.830-0635.150 | Nam 3
P=2058 | X=0247.540-0377.420 | Y=0641.950-0653.190 | Đường Quốc lộ Đường Bắc
P=2058 | X=0092.900-0199.090 | Y=0647.710-0658.950 | 44 Đường Đông Tây 14
P=2058 | X=0406.940-0423.580 | Y=0649.590-0658.910 | 216
P=2058 | X=0441.290-0457.930 | Y=0649.590-0658.910 | 173
P=2058 | X=0475.610-0492.250 | Y=0649.590-0658.910 | 138
P=2058 | X=0247.540-0258.660 | Y=0655.350-0664.670 | 13
P=2058 | X=0325.560-0355.380 | Y=0655.350-0664.670 | Nam 3
P=2058 | X=0325.560-0380.300 | Y=0671.470-0682.710 | Đường Trục
P=2058 | X=0247.540-0316.760 | Y=0677.230-0688.470 | Đường Quốc lộ
P=2058 | X=0092.900-0199.090 | Y=0682.750-0693.990 | 45 Đường Đông Tây 15
P=2058 | X=0325.560-0370.220 | Y=0684.630-0693.950 | chính Bắc
P=2058 | X=0406.940-0423.580 | Y=0684.630-0693.950 | 216
P=2058 | X=0441.290-0457.930 | Y=0684.630-0693.950 | 173
P=2058 | X=0475.610-0492.250 | Y=0684.630-0693.950 | 138
P=2058 | X=0247.540-0258.660 | Y=0690.390-0699.710 | 13
P=2058 | X=0325.560-0346.680 | Y=0696.150-0705.470 | Nam
P=2059 | X=0092.900-0199.090 | Y=0078.740-0089.980 | 46 Đường Đông Tây 15
P=2059 | X=0247.540-0303.320 | Y=0078.740-0089.980 | Đoạn còn lại
P=2059 | X=0406.940-0423.580 | Y=0080.620-0089.940 | 216
P=2059 | X=0441.290-0457.930 | Y=0080.620-0089.940 | 173
P=2059 | X=0475.610-0492.250 | Y=0080.620-0089.940 | 138
P=2059 | X=0092.900-0199.090 | Y=0096.740-0107.980 | 47 Đường Đông Tây 16
P=2059 | X=0247.540-0297.800 | Y=0098.620-0107.940 | Toàn tuyến
P=2059 | X=0406.940-0423.580 | Y=0098.620-0107.940 | 216
P=2059 | X=0441.290-0457.930 | Y=0098.620-0107.940 | 173
P=2059 | X=0475.610-0492.250 | Y=0098.620-0107.940 | 138
P=2059 | X=0092.900-0199.090 | Y=0114.770-0126.010 | 48 Đường Đông Tây 17
P=2059 | X=0247.540-0297.800 | Y=0116.650-0125.970 | Toàn tuyến
P=2059 | X=0406.940-0423.580 | Y=0116.650-0125.970 | 216
P=2059 | X=0441.290-0457.930 | Y=0116.650-0125.970 | 173
P=2059 | X=0475.610-0492.250 | Y=0116.650-0125.970 | 138
P=2059 | X=0325.560-0384.220 | Y=0132.770-0144.010 | Đến hết thửa
P=2059 | X=0247.540-0299.940 | Y=0140.410-0149.730 | Ngã ba Tân
P=2059 | X=0092.900-0181.810 | Y=0144.290-0155.530 | 49 Đường ĐT 756C
P=2059 | X=0325.560-0387.400 | Y=0144.290-0155.530 | đất số 339, tờ
P=2059 | X=0406.940-0423.580 | Y=0146.170-0155.490 | 384
P=2059 | X=0441.290-0457.930 | Y=0146.170-0155.490 | 307
P=2059 | X=0475.610-0492.250 | Y=0146.170-0155.490 | 215
P=2059 | X=0247.540-0272.100 | Y=0151.930-0161.250 | Quan
P=2059 | X=0325.560-0383.260 | Y=0155.810-0167.050 | bản đồ số 23
P=2059 | X=0247.540-0313.880 | Y=0173.810-0185.050 | Từ thửa đất số
P=2059 | X=0325.560-0373.400 | Y=0175.690-0185.010 | Cầu bà Hô
P=2059 | X=0092.900-0181.810 | Y=0185.330-0196.570 | 50 Đường ĐT 756C
P=2059 | X=0247.540-0312.690 | Y=0185.330-0196.570 | 347, tờ bản đồ
P=2059 | X=0325.560-0380.840 | Y=0187.210-0196.530 | giáp ranh xã
P=2059 | X=0406.940-0423.580 | Y=0187.210-0196.530 | 384
P=2059 | X=0441.290-0457.930 | Y=0187.210-0196.530 | 307
P=2059 | X=0475.610-0492.250 | Y=0187.210-0196.530 | 215
P=2059 | X=0247.540-0271.860 | Y=0198.730-0208.050 | số 23
P=2059 | X=0325.560-0370.270 | Y=0198.730-0208.050 | Tân Quan
P=2059 | X=0247.540-0299.920 | Y=0214.870-0226.110 | Ngã tư giao
P=2059 | X=0325.560-0369.560 | Y=0222.510-0231.830 | Giáp ranh
P=2059 | X=0247.540-0323.850 | Y=0226.390-0237.630 | đường Đông Tây
P=2059 | X=0092.900-0181.810 | Y=0231.910-0243.150 | 51 Đường ĐT 756C
P=2059 | X=0325.560-0388.350 | Y=0231.910-0243.150 | thôn Đồng Nơ
P=2059 | X=0406.940-0423.580 | Y=0233.790-0243.110 | 384
P=2059 | X=0441.290-0457.930 | Y=0233.790-0243.110 | 307
P=2059 | X=0475.610-0492.250 | Y=0233.790-0243.110 | 215
P=2059 | X=0247.540-0319.320 | Y=0237.670-0248.910 | 1 và đường Bắc
P=2059 | X=0325.560-0331.160 | Y=0245.310-0254.630 | 1
P=2059 | X=0247.540-0277.360 | Y=0251.070-0260.390 | Nam 7
P=2059 | X=0325.560-0371.730 | Y=0269.070-0278.390 | Ngã ba bê
P=2059 | X=0325.560-0383.000 | Y=0278.710-0289.950 | tông xi măng
P=2059 | X=0325.560-0373.630 | Y=0292.140-0301.460 | tổ 4, Sóc 5
P=2059 | X=0107.330-0219.760 | Y=0296.020-0307.260 | Đường ĐT 756C (Đường
P=2059 | X=0247.540-0302.850 | Y=0296.020-0307.260 | Ngã tư cổng
P=2059 | X=0325.560-0385.180 | Y=0301.780-0313.020 | (đến hết ranh
P=2059 | X=0092.900-0104.020 | Y=0303.660-0312.980 | 52
P=2059 | X=0406.940-0423.580 | Y=0303.660-0312.980 | 216
P=2059 | X=0441.290-0457.930 | Y=0303.660-0312.980 | 173
P=2059 | X=0475.610-0492.250 | Y=0303.660-0312.980 | 138
P=2059 | X=0511.150-0522.270 | Y=0303.660-0312.980 | 42
P=2059 | X=0247.540-0324.450 | Y=0307.540-0318.780 | Nông trường 425
P=2059 | X=0107.330-0157.260 | Y=0309.420-0318.740 | huyện 245)
P=2059 | X=0325.560-0376.300 | Y=0313.300-0324.540 | thửa đất số
P=2059 | X=0325.560-0376.780 | Y=0326.700-0336.020 | 213, tờ bản
P=2059 | X=0325.560-0367.080 | Y=0336.340-0347.580 | đồ số 81)
P=2059 | X=0247.540-0316.020 | Y=0356.220-0365.540 | Ngã ba bê tông
P=2059 | X=0325.560-0382.940 | Y=0360.100-0371.340 | Đến cầu Sóc
P=2059 | X=0247.540-0325.080 | Y=0365.880-0377.120 | xi măng tổ 4, Sóc
P=2059 | X=0107.330-0219.760 | Y=0371.640-0382.880 | Đường ĐT 756C (Đường
P=2059 | X=0325.560-0379.160 | Y=0373.520-0382.840 | 5 (giáp ranh
P=2059 | X=0092.900-0104.020 | Y=0379.280-0388.600 | 53
P=2059 | X=0247.540-0308.340 | Y=0379.280-0388.600 | 5 (từ hết ranh
P=2059 | X=0406.940-0423.580 | Y=0379.280-0388.600 | 216
P=2059 | X=0441.290-0457.930 | Y=0379.280-0388.600 | 173
P=2059 | X=0475.610-0492.250 | Y=0379.280-0388.600 | 138
P=2059 | X=0511.150-0522.270 | Y=0379.280-0388.600 | 42
P=2059 | X=0107.330-0157.260 | Y=0385.040-0394.360 | huyện 245)
P=2059 | X=0325.560-0385.660 | Y=0385.040-0394.360 | thành phố Hồ
P=2059 | X=0247.540-0320.450 | Y=0388.920-0400.160 | thửa đất số 213,
