TABLE=089 | AREA=Xã Phú Nghĩa | SECTION=agricultural | SEGMENTS=1
P=2117 | X=0107.330-0174.790 | Y=0594.650-0605.890 | Trung tâm Đức
P=2117 | X=0188.470-0261.540 | Y=0596.530-0605.850 | Ngã ba tiếp giáp
P=2117 | X=0273.460-0346.290 | Y=0600.410-0611.650 | số 129 đến thửa
P=2117 | X=0092.900-0104.020 | Y=0602.290-0611.610 | 33
P=2117 | X=0384.620-0401.260 | Y=0602.290-0611.610 | 112
P=2117 | X=0432.650-0443.770 | Y=0602.290-0611.610 | 90
P=2117 | X=0474.890-0486.010 | Y=0602.290-0611.610 | 72
P=2117 | X=0188.470-0251.430 | Y=0606.170-0617.410 | đường ĐT741
P=2117 | X=0107.330-0131.170 | Y=0608.050-0617.370 | Hạnh
P=2117 | X=0273.460-0354.680 | Y=0611.930-0623.170 | đất số 396, tờ bản
P=2117 | X=0273.460-0317.240 | Y=0623.470-0634.710 | đồ số 119
P=2117 | X=0188.470-0267.150 | Y=0641.470-0652.710 | Hết ranh thửa đất
P=2117 | X=0273.460-0352.130 | Y=0647.230-0658.470 | Hết ranh thửa đất
P=2117 | X=0188.470-0267.070 | Y=0652.750-0663.990 | số 276, tờ bản đồ
P=2117 | X=0107.330-0174.790 | Y=0658.510-0669.750 | Trung tâm Đức
P=2117 | X=0273.460-0354.200 | Y=0658.510-0669.750 | số 59, thửa đất số
P=2117 | X=0188.470-0261.390 | Y=0664.270-0675.510 | số 129, thửa đất
P=2117 | X=0092.900-0104.020 | Y=0666.150-0675.470 | 34
P=2117 | X=0384.620-0401.260 | Y=0666.150-0675.470 | 112
P=2117 | X=0432.650-0443.770 | Y=0666.150-0675.470 | 90
P=2117 | X=0474.890-0486.010 | Y=0666.150-0675.470 | 72
P=2117 | X=0273.460-0357.570 | Y=0670.030-0681.270 | 68 thuộc tờ bản đồ
P=2117 | X=0107.330-0131.170 | Y=0671.910-0681.230 | Hạnh
P=2117 | X=0188.470-0267.070 | Y=0675.790-0687.030 | số 396, tờ bản đồ
P=2117 | X=0273.460-0303.300 | Y=0683.430-0692.750 | số 106
P=2117 | X=0188.470-0218.310 | Y=0689.190-0698.510 | số 119
P=2117 | X=0092.900-0174.790 | Y=0705.330-0716.570 | 35 Trung tâm Đức
P=2117 | X=0188.470-0342.200 | Y=0705.330-0716.570 | Hết ranh thửa đất Ngã tư Quốc tế
P=2117 | X=0384.620-0401.260 | Y=0707.220-0716.540 | 112
P=2117 | X=0432.650-0443.770 | Y=0707.220-0716.540 | 90
P=2117 | X=0474.890-0486.010 | Y=0707.220-0716.540 | 72
P=2118 | X=0188.470-0269.220 | Y=0072.740-0083.980 | số 59, thửa đất số
P=2118 | X=0107.330-0131.170 | Y=0074.620-0083.940 | Hạnh
P=2118 | X=0188.470-0272.590 | Y=0084.260-0095.500 | 68 thuộc tờ bản đồ
P=2118 | X=0188.470-0218.310 | Y=0097.660-0106.980 | số 106
P=2118 | X=0188.470-0243.030 | Y=0115.660-0124.980 | Ngã ba thôn
P=2118 | X=0273.460-0352.130 | Y=0119.570-0130.810 | Hết ranh thửa đất
P=2118 | X=0188.470-0265.810 | Y=0125.330-0136.570 | Phước Sơn (giáp
P=2118 | X=0092.900-0183.730 | Y=0131.090-0142.330 | 36 Đường thôn 19/5
P=2118 | X=0273.460-0352.040 | Y=0131.090-0142.330 | số 155, tờ bản đồ
P=2118 | X=0384.620-0401.260 | Y=0132.970-0142.290 | 112
P=2118 | X=0432.650-0443.770 | Y=0132.970-0142.290 | 90
P=2118 | X=0474.890-0486.010 | Y=0132.970-0142.290 | 72
P=2118 | X=0188.470-0263.340 | Y=0136.850-0148.090 | đường trung tâm
P=2118 | X=0273.460-0303.300 | Y=0144.490-0153.810 | số 118
P=2118 | X=0188.470-0202.620 | Y=0150.250-0159.570 | xã)
P=2118 | X=0188.470-0267.150 | Y=0166.370-0177.610 | Hết ranh thửa đất
P=2118 | X=0092.900-0319.620 | Y=0177.650-0188.890 | 37 Đường thôn 19/5 số 155, tờ bản đồ Cổng 19/5
P=2118 | X=0384.620-0401.260 | Y=0179.530-0188.850 | 112
P=2118 | X=0432.650-0443.770 | Y=0179.530-0188.850 | 90
P=2118 | X=0474.890-0486.010 | Y=0179.530-0188.850 | 72
P=2118 | X=0188.470-0218.310 | Y=0191.050-0200.370 | số 118
P=2118 | X=0188.470-0260.800 | Y=0209.070-0218.390 | Cổng 19/5 (ranh
P=2118 | X=0188.470-0354.760 | Y=0218.710-0229.950 | giới xã Phú Nghĩa Ngã ba đường ĐT
P=2118 | X=0092.900-0183.730 | Y=0224.470-0235.710 | 38 Đường thôn 19/5
P=2118 | X=0384.620-0401.260 | Y=0226.350-0235.670 | 112
P=2118 | X=0432.650-0443.770 | Y=0226.350-0235.670 | 90
P=2118 | X=0474.890-0486.010 | Y=0226.350-0235.670 | 72
P=2118 | X=0511.150-0522.270 | Y=0226.350-0235.670 | 49
P=2118 | X=0188.470-0290.100 | Y=0230.230-0241.470 | và xã Đức Hạnh 741
P=2118 | X=0188.470-0209.100 | Y=0241.750-0252.990 | (cũ))
P=2118 | X=0107.330-0264.670 | Y=0259.750-0270.990 | Đường thôn 19/5 Giáp đường thân
P=2118 | X=0092.900-0104.020 | Y=0267.390-0276.710 | 39
P=2118 | X=0273.460-0314.100 | Y=0267.390-0276.710 | Cầu 19/5
P=2118 | X=0384.620-0401.260 | Y=0267.390-0276.710 | 112
P=2118 | X=0432.650-0443.770 | Y=0267.390-0276.710 | 90
P=2118 | X=0474.890-0486.010 | Y=0267.390-0276.710 | 72
P=2118 | X=0107.330-0207.990 | Y=0271.270-0282.510 | đi thôn Bù K'Roai 19/5
P=2118 | X=0273.460-0353.570 | Y=0289.300-0300.540 | Hết thửa đất số 4,
P=2118 | X=0107.330-0183.730 | Y=0300.820-0312.060 | Đường thôn 19/5
P=2118 | X=0273.460-0338.120 | Y=0300.820-0312.060 | thửa đất số 13
P=2118 | X=0092.900-0104.020 | Y=0308.460-0317.780 | 40
P=2118 | X=0188.470-0229.110 | Y=0308.460-0317.780 | Cầu 19/5
P=2118 | X=0384.620-0401.260 | Y=0308.460-0317.780 | 112
P=2118 | X=0432.650-0443.770 | Y=0308.460-0317.780 | 90
P=2118 | X=0474.890-0486.010 | Y=0308.460-0317.780 | 72
P=2118 | X=0107.330-0184.430 | Y=0312.340-0323.580 | đi thôn Bù K'Roai
P=2118 | X=0273.460-0356.840 | Y=0312.340-0323.580 | thuộc tờ bản đồ số
P=2118 | X=0273.460-0290.100 | Y=0325.740-0335.060 | 114
P=2118 | X=0188.470-0268.590 | Y=0341.860-0353.100 | Hết thửa đất số 4,
P=2118 | X=0107.330-0183.730 | Y=0347.620-0358.860 | Đường thôn 19/5
P=2118 | X=0188.470-0253.140 | Y=0353.380-0364.620 | thửa đất số 13
P=2118 | X=0273.460-0343.470 | Y=0353.380-0364.620 | Giáp đường ĐT
P=2118 | X=0092.900-0184.430 | Y=0359.140-0370.380 | 41 đi thôn Bù K'Roai
P=2118 | X=0384.620-0401.260 | Y=0361.020-0370.340 | 112
P=2118 | X=0432.650-0443.770 | Y=0361.020-0370.340 | 90
P=2118 | X=0474.890-0486.010 | Y=0361.020-0370.340 | 72
P=2118 | X=0188.470-0290.100 | Y=0364.900-0376.140 | thuộc tờ bản đồ số 760
P=2118 | X=0107.330-0142.370 | Y=0370.680-0381.920 | (ĐH.06)
P=2118 | X=0188.470-0205.110 | Y=0378.080-0387.400 | 114
P=2118 | X=0107.330-0171.430 | Y=0394.200-0405.440 | Đường Đội 3 -
P=2118 | X=0188.470-0353.010 | Y=0394.200-0405.440 | Ngã ba Hội trường Giáp đường trung
P=2118 | X=0092.900-0104.020 | Y=0401.840-0411.160 | 42
P=2118 | X=0384.620-0401.260 | Y=0401.840-0411.160 | 112
P=2118 | X=0432.650-0443.770 | Y=0401.840-0411.160 | 90
P=2118 | X=0474.890-0486.010 | Y=0401.840-0411.160 | 72
P=2118 | X=0107.330-0158.280 | Y=0405.720-0416.960 | Bình Đức 2
P=2118 | X=0188.470-0239.450 | Y=0405.720-0416.960 | Bình Đức 2
P=2118 | X=0273.460-0303.760 | Y=0407.600-0416.920 | tâm xã
P=2118 | X=0188.470-0352.130 | Y=0423.720-0434.960 | Ngã ba hội trường Hết ranh thửa đất
P=2118 | X=0107.330-0171.430 | Y=0429.480-0440.720 | Đường Đội 4 -
P=2118 | X=0188.470-0352.050 | Y=0435.240-0446.480 | Thôn Sơn Trung số 287, tờ bản đồ
P=2118 | X=0092.900-0155.160 | Y=0441.000-0452.240 | 43 Sơn Trung
P=2118 | X=0384.620-0401.260 | Y=0442.880-0452.200 | 112
P=2118 | X=0432.650-0443.770 | Y=0442.880-0452.200 | 90
P=2118 | X=0474.890-0486.010 | Y=0442.880-0452.200 | 72
P=2118 | X=0188.470-0342.190 | Y=0446.760-0458.000 | (đường trung tâm số 107 (giáp xã
P=2118 | X=0107.330-0149.080 | Y=0452.540-0463.780 | (ĐHA.14)
P=2118 | X=0273.460-0335.360 | Y=0458.300-0469.540 | Phú Văn (cũ))
P=2118 | X=0188.470-0202.620 | Y=0460.180-0469.500 | xã)
P=2118 | X=0188.470-0352.130 | Y=0476.300-0487.540 | Ngã tư Quốc Tế Hết ranh thửa đất
P=2118 | X=0107.330-0188.050 | Y=0482.060-0493.300 | Đường Liên xã 01
P=2118 | X=0188.470-0359.720 | Y=0487.820-0499.060 | (đường trung tâm số 86, tờ bản đồ số
P=2118 | X=0092.900-0104.020 | Y=0489.700-0499.020 | 44
P=2118 | X=0384.620-0401.260 | Y=0489.700-0499.020 | 112
P=2118 | X=0432.650-0443.770 | Y=0489.700-0499.020 | 90
P=2118 | X=0474.890-0486.010 | Y=0489.700-0499.020 | 72
P=2118 | X=0107.330-0149.080 | Y=0493.580-0504.820 | (ĐHA.28)
P=2118 | X=0188.470-0202.620 | Y=0501.220-0510.540 | xã)
P=2118 | X=0273.460-0290.100 | Y=0501.220-0510.540 | 107
P=2118 | X=0188.470-0267.150 | Y=0517.340-0528.580 | Hết ranh thửa đất
P=2118 | X=0107.330-0188.050 | Y=0523.100-0534.340 | Đường Liên xã 01
P=2118 | X=0188.470-0305.230 | Y=0528.860-0540.100 | số 86, tờ bản đồ Bến đò
P=2118 | X=0092.900-0104.020 | Y=0530.740-0540.060 | 45
P=2118 | X=0384.620-0401.260 | Y=0530.740-0540.060 | 112
P=2118 | X=0432.650-0443.770 | Y=0530.740-0540.060 | 90
P=2118 | X=0474.890-0486.010 | Y=0530.740-0540.060 | 72
P=2118 | X=0107.330-0146.210 | Y=0534.650-0545.890 | (ĐHA28)
P=2118 | X=0188.470-0218.310 | Y=0542.290-0551.610 | số 107
P=2118 | X=0188.470-0357.480 | Y=0558.410-0569.650 | Hết ranh thửa đất Nhà ông Hữu chạy
P=2118 | X=0107.330-0171.430 | Y=0564.170-0575.410 | Đường Đội 4 -
P=2118 | X=0188.470-0347.000 | Y=0569.930-0581.170 | số 9, thửa đất số (đến thửa đất số
P=2118 | X=0092.900-0155.160 | Y=0575.690-0586.930 | 46 Sơn Trung
P=2118 | X=0384.620-0401.260 | Y=0577.570-0586.890 | 112
P=2118 | X=0432.650-0443.770 | Y=0577.570-0586.890 | 90
P=2118 | X=0474.890-0486.010 | Y=0577.570-0586.890 | 72
P=2118 | X=0188.470-0346.280 | Y=0581.450-0592.690 | 154 thuộc tờ bản 85, tờ bản đồ số
P=2118 | X=0107.330-0149.080 | Y=0587.210-0598.450 | (ĐHA.03)
P=2118 | X=0188.470-0226.710 | Y=0592.970-0604.210 | đồ số 85
P=2118 | X=0273.460-0287.860 | Y=0594.850-0604.170 | 85)
P=2118 | X=0107.330-0172.390 | Y=0610.730-0621.970 | Đường Phước
P=2118 | X=0188.470-0268.030 | Y=0610.730-0621.970 | Giáp đường trung
P=2118 | X=0273.460-0352.680 | Y=0616.510-0627.750 | Suối (đất bà Thủy
P=2118 | X=0092.900-0166.930 | Y=0622.270-0633.510 | 47 Sơn - Đường
P=2118 | X=0188.470-0267.060 | Y=0622.270-0633.510 | tâm xã Đức Hạnh
P=2118 | X=0384.620-0401.260 | Y=0624.150-0633.470 | 112
P=2118 | X=0432.650-0443.770 | Y=0624.150-0633.470 | 90
P=2118 | X=0474.890-0486.010 | Y=0624.150-0633.470 | 72
P=2118 | X=0273.460-0292.410 | Y=0629.910-0639.230 | Nhì)
P=2118 | X=0188.470-0205.750 | Y=0633.790-0645.030 | (cũ)
P=2118 | X=0107.330-0126.850 | Y=0635.670-0644.990 | 19/5
P=2118 | X=0188.470-0267.700 | Y=0651.790-0663.030 | Suối (đặt bà Thủy
P=2118 | X=0107.330-0172.390 | Y=0663.310-0674.550 | Đường Phước
P=2118 | X=0188.470-0267.630 | Y=0663.310-0674.550 | Nhì) (hết thửa đất
P=2118 | X=0273.460-0360.200 | Y=0669.070-0680.310 | Giáp đường 19/5 đi
P=2118 | X=0092.900-0166.930 | Y=0674.830-0686.070 | 48 Sơn - Đường
P=2118 | X=0188.470-0269.220 | Y=0674.830-0686.070 | số 22, thửa đất số
P=2118 | X=0384.620-0401.260 | Y=0676.710-0686.030 | 112
P=2118 | X=0432.650-0443.770 | Y=0676.710-0686.030 | 90
P=2118 | X=0474.890-0486.010 | Y=0676.710-0686.030 | 72
P=2118 | X=0273.460-0317.690 | Y=0682.470-0691.790 | Bù K'Roai
P=2118 | X=0188.470-0261.300 | Y=0686.350-0697.590 | 26, tờ bản đồ số
P=2118 | X=0107.330-0126.850 | Y=0688.230-0697.550 | 19/5
P=2118 | X=0188.470-0208.390 | Y=0699.750-0709.070 | 125)
P=2119 | X=0107.330-0172.840 | Y=0078.740-0089.980 | Đường đi Xóm
P=2119 | X=0092.900-0104.020 | Y=0086.380-0095.700 | 49
P=2119 | X=0188.470-0238.740 | Y=0086.380-0095.700 | Toàn tuyến
P=2119 | X=0384.620-0401.260 | Y=0086.380-0095.700 | 112
P=2119 | X=0432.650-0443.770 | Y=0086.380-0095.700 | 90
P=2119 | X=0474.890-0486.010 | Y=0086.380-0095.700 | 72
P=2119 | X=0107.330-0124.450 | Y=0092.140-0101.460 | Mới
P=2119 | X=0107.330-0172.840 | Y=0108.260-0119.500 | Đường đi Xóm
P=2119 | X=0092.900-0104.020 | Y=0115.930-0125.250 | 50
P=2119 | X=0188.470-0238.740 | Y=0115.930-0125.250 | Toàn tuyến
P=2119 | X=0384.620-0401.260 | Y=0115.930-0125.250 | 112
P=2119 | X=0432.650-0443.770 | Y=0115.930-0125.250 | 90
P=2119 | X=0474.890-0486.010 | Y=0115.930-0125.250 | 72
P=2119 | X=0107.330-0127.820 | Y=0121.690-0131.010 | Chài
P=2119 | X=0107.330-0267.220 | Y=0137.810-0149.050 | Đường Xóm Mới Giáp Đường Xóm
P=2119 | X=0273.460-0349.880 | Y=0143.570-0154.810 | Giáp đường 19/5
P=2119 | X=0092.900-0104.020 | Y=0145.450-0154.770 | 51
P=2119 | X=0384.620-0401.260 | Y=0145.450-0154.770 | 112
P=2119 | X=0432.650-0443.770 | Y=0145.450-0154.770 | 90
P=2119 | X=0474.890-0486.010 | Y=0145.450-0154.770 | 72
P=2119 | X=0107.330-0143.160 | Y=0151.210-0160.530 | nái 19/5
P=2119 | X=0188.470-0205.590 | Y=0151.210-0160.530 | Mới
P=2119 | X=0107.330-0176.780 | Y=0167.330-0178.570 | Đường sau khu
P=2119 | X=0092.900-0104.020 | Y=0174.970-0184.290 | 52
P=2119 | X=0188.470-0238.740 | Y=0174.970-0184.290 | Toàn tuyến
P=2119 | X=0384.620-0401.260 | Y=0174.970-0184.290 | 112
P=2119 | X=0432.650-0443.770 | Y=0174.970-0184.290 | 90
P=2119 | X=0474.890-0486.010 | Y=0174.970-0184.290 | 72
P=2119 | X=0107.330-0154.390 | Y=0178.850-0190.090 | tái định cư
P=2119 | X=0107.330-0165.240 | Y=0196.850-0208.090 | Đường Đội 2
P=2119 | X=0092.900-0104.020 | Y=0204.510-0213.830 | 53
P=2119 | X=0188.470-0238.740 | Y=0204.510-0213.830 | Toàn tuyến
P=2119 | X=0384.620-0401.260 | Y=0204.510-0213.830 | 112
P=2119 | X=0432.650-0443.770 | Y=0204.510-0213.830 | 90
P=2119 | X=0474.890-0486.010 | Y=0204.510-0213.830 | 72
P=2119 | X=0107.330-0178.120 | Y=0208.390-0219.630 | (Bình Đức 1 cũ)
P=2119 | X=0107.330-0165.240 | Y=0226.390-0237.630 | Đường Đội 2
P=2119 | X=0092.900-0104.020 | Y=0233.790-0243.110 | 54
P=2119 | X=0188.470-0238.740 | Y=0233.790-0243.110 | Toàn tuyến
P=2119 | X=0384.620-0401.260 | Y=0233.790-0243.110 | 112
P=2119 | X=0432.650-0443.770 | Y=0233.790-0243.110 | 90
P=2119 | X=0474.890-0486.010 | Y=0233.790-0243.110 | 72
P=2119 | X=0107.330-0184.630 | Y=0237.670-0248.910 | Bình Đức 1 (mới)
P=2119 | X=0188.470-0254.080 | Y=0257.550-0266.870 | Ngã ba nhà bà
P=2119 | X=0107.330-0339.670 | Y=0267.190-0278.430 | Đường vào trung Thái Thị Hướng Giáp trung tâm
P=2119 | X=0092.900-0104.020 | Y=0274.830-0284.150 | 55
P=2119 | X=0384.620-0401.260 | Y=0274.830-0284.150 | 112
P=2119 | X=0432.650-0443.770 | Y=0274.830-0284.150 | 90
P=2119 | X=0474.890-0486.010 | Y=0274.830-0284.150 | 72
P=2119 | X=0107.330-0324.430 | Y=0278.710-0289.950 | tâm Bình Đức 1 (thửa đất số 37, tờ Bình Đức 1
P=2119 | X=0188.470-0254.980 | Y=0290.260-0301.500 | bản đồ số 130)
P=2119 | X=0188.470-0262.510 | Y=0308.260-0319.500 | Tiếp giáp đường
P=2119 | X=0107.330-0183.010 | Y=0314.020-0325.260 | Đường thôn Sơn
P=2119 | X=0273.460-0349.650 | Y=0314.020-0325.260 | Giáp đường thôn
P=2119 | X=0188.470-0271.140 | Y=0321.660-0330.980 | trung tâm xã (thửa
P=2119 | X=0092.900-0181.560 | Y=0325.540-0336.780 | 56 Trung đi thôn Bù
P=2119 | X=0273.460-0340.980 | Y=0325.540-0336.780 | 19/5 đi thôn Bù
P=2119 | X=0384.620-0401.260 | Y=0327.420-0336.740 | 112
P=2119 | X=0432.650-0443.770 | Y=0327.420-0336.740 | 90
P=2119 | X=0474.890-0486.010 | Y=0327.420-0336.740 | 72
P=2119 | X=0188.470-0269.700 | Y=0331.300-0342.540 | đất số 298, tờ bản
P=2119 | X=0107.330-0136.450 | Y=0338.940-0348.260 | K'Roai
P=2119 | X=0273.460-0302.580 | Y=0338.940-0348.260 | K'Roai
P=2119 | X=0188.470-0235.510 | Y=0342.820-0354.060 | đồ số 111)
P=2119 | X=0188.470-0262.510 | Y=0360.820-0372.060 | Tiếp giáp đường
P=2119 | X=0273.460-0352.130 | Y=0366.600-0377.840 | Hết ranh thửa đất
P=2119 | X=0188.470-0271.140 | Y=0374.240-0383.560 | trung tâm xã (thửa
P=2119 | X=0092.900-0182.540 | Y=0378.120-0389.360 | 57 Đường vào chùa
P=2119 | X=0273.460-0352.050 | Y=0378.120-0389.360 | số 527, tờ bản đồ
P=2119 | X=0384.620-0401.260 | Y=0380.000-0389.320 | 112
P=2119 | X=0432.650-0443.770 | Y=0380.000-0389.320 | 90
P=2119 | X=0474.890-0486.010 | Y=0380.000-0389.320 | 72
P=2119 | X=0188.470-0269.700 | Y=0383.880-0395.120 | đất số 281, tờ bản
P=2119 | X=0273.460-0303.300 | Y=0391.520-0400.840 | số 128
P=2119 | X=0188.470-0235.510 | Y=0395.400-0406.640 | đồ số 128)
P=2119 | X=0107.330-0178.690 | Y=0413.400-0424.640 | Đường N8 (Khu
P=2119 | X=0107.330-0338.610 | Y=0424.920-0436.160 | Trung tâm hành Ngã ba đường ĐT Ngã ba đường
P=2119 | X=0092.900-0104.020 | Y=0432.560-0441.880 | 58
P=2119 | X=0384.620-0401.260 | Y=0432.560-0441.880 | 112
P=2119 | X=0432.650-0443.770 | Y=0432.560-0441.880 | 90
P=2119 | X=0474.890-0486.010 | Y=0432.560-0441.880 | 72
P=2119 | X=0511.150-0522.270 | Y=0432.560-0441.880 | 49
P=2119 | X=0107.330-0205.110 | Y=0436.200-0447.440 | chính huyện (cũ)) 741
P=2119 | X=0273.460-0356.250 | Y=0436.200-0447.440 | vành đai trung tâm
P=2119 | X=0107.330-0172.380 | Y=0447.720-0458.960 | (Hướng Đông)
P=2119 | X=0107.330-0178.690 | Y=0465.740-0476.980 | Đường N9 (Khu
P=2119 | X=0188.470-0338.610 | Y=0471.500-0482.740 | Ngã ba đường ĐT Ngã ba đường
P=2119 | X=0092.900-0174.840 | Y=0479.140-0488.460 | 59 trung tâm hành
P=2119 | X=0384.620-0401.260 | Y=0479.140-0488.460 | 112
P=2119 | X=0432.650-0443.770 | Y=0479.140-0488.460 | 90
P=2119 | X=0474.890-0486.010 | Y=0479.140-0488.460 | 72
P=2119 | X=0511.150-0522.270 | Y=0479.140-0488.460 | 49
P=2119 | X=0273.460-0356.250 | Y=0483.020-0494.260 | vành đai trung tâm
P=2119 | X=0188.470-0205.110 | Y=0484.900-0494.220 | 741
P=2119 | X=0107.330-0185.320 | Y=0488.780-0500.020 | chính huyện (cũ))
P=2119 | X=0107.330-0184.220 | Y=0506.780-0518.020 | Đường N10 (Khu
P=2119 | X=0188.470-0253.630 | Y=0512.540-0523.780 | Ngã ba đường
P=2119 | X=0273.460-0359.730 | Y=0518.300-0529.540 | Ngã ba đường D11
P=2119 | X=0092.900-0177.960 | Y=0520.180-0529.500 | 60 Trung tâm hành
P=2119 | X=0384.620-0401.260 | Y=0520.180-0529.500 | 112
P=2119 | X=0432.650-0443.770 | Y=0520.180-0529.500 | 90
P=2119 | X=0474.890-0486.010 | Y=0520.180-0529.500 | 72
P=2119 | X=0511.150-0522.270 | Y=0520.180-0529.500 | 49
P=2119 | X=0188.470-0206.800 | Y=0525.940-0535.260 | D15
P=2119 | X=0107.330-0185.320 | Y=0529.820-0541.060 | chính huyện (cũ))
P=2119 | X=0107.330-0184.220 | Y=0547.850-0559.090 | Đường N11 (Khu
P=2119 | X=0188.470-0338.610 | Y=0553.610-0564.850 | Ngã ba đường ĐT Ngã ba đường
P=2119 | X=0092.900-0177.970 | Y=0561.250-0570.570 | 61 Trung tâm hành
P=2119 | X=0384.620-0401.260 | Y=0561.250-0570.570 | 112
P=2119 | X=0432.650-0443.770 | Y=0561.250-0570.570 | 90
P=2119 | X=0474.890-0486.010 | Y=0561.250-0570.570 | 72
P=2119 | X=0511.150-0522.270 | Y=0561.250-0570.570 | 49
P=2119 | X=0273.460-0356.250 | Y=0565.130-0576.370 | vành đai trung tâm
P=2119 | X=0188.470-0205.110 | Y=0567.010-0576.330 | 741
P=2119 | X=0107.330-0185.320 | Y=0570.890-0582.130 | chính huyện (cũ))
P=2119 | X=0107.330-0184.220 | Y=0588.890-0600.130 | Đường D15 (Khu
P=2119 | X=0273.460-0347.490 | Y=0594.650-0605.890 | Tiếp giáp đường
P=2119 | X=0092.900-0269.220 | Y=0600.410-0611.650 | 62 Trung tâm hành Ngã ba đường N9
P=2119 | X=0384.620-0401.260 | Y=0602.290-0611.610 | 112
P=2119 | X=0432.650-0443.770 | Y=0602.290-0611.610 | 90
P=2119 | X=0474.890-0486.010 | Y=0602.290-0611.610 | 72
P=2119 | X=0511.150-0522.270 | Y=0602.290-0611.610 | 49
P=2119 | X=0273.460-0356.250 | Y=0606.170-0617.410 | vành đai trung tâm
P=2119 | X=0107.330-0185.320 | Y=0611.930-0623.170 | chính huyện (cũ))
P=2119 | X=0107.330-0184.220 | Y=0629.950-0641.190 | Đường D14 (Khu
P=2119 | X=0188.470-0253.630 | Y=0635.710-0646.950 | Ngã ba đường
P=2119 | X=0273.460-0359.730 | Y=0641.470-0652.710 | Ngã ba đường N11
P=2119 | X=0092.900-0177.960 | Y=0643.350-0652.670 | 63 Trung tâm hành
P=2119 | X=0384.620-0401.260 | Y=0643.350-0652.670 | 112
P=2119 | X=0432.650-0443.770 | Y=0643.350-0652.670 | 90
P=2119 | X=0474.890-0486.010 | Y=0643.350-0652.670 | 72
P=2119 | X=0511.150-0522.270 | Y=0643.350-0652.670 | 49
P=2119 | X=0188.470-0206.800 | Y=0649.110-0658.430 | N10
P=2119 | X=0107.330-0165.170 | Y=0654.630-0663.950 | chính huyện)
P=2119 | X=0107.330-0181.340 | Y=0670.750-0681.990 | Đường D12(Khu
P=2119 | X=0092.900-0358.050 | Y=0682.270-0693.510 | 64 Trung tâm hành Ngã ba đường N9 Ngã tư đường N11
P=2119 | X=0384.620-0401.260 | Y=0684.150-0693.470 | 112
P=2119 | X=0432.650-0443.770 | Y=0684.150-0693.470 | 90
P=2119 | X=0474.890-0486.010 | Y=0684.150-0693.470 | 72
P=2119 | X=0511.150-0522.270 | Y=0684.150-0693.470 | 49
P=2119 | X=0107.330-0185.320 | Y=0693.790-0705.030 | chính huyện (cũ))
P=2120 | X=0107.330-0184.220 | Y=0078.740-0089.980 | Đường D11 (Khu
P=2120 | X=0092.900-0359.730 | Y=0090.260-0101.500 | 65 Trung tâm hành Ngã ba đường N9 Ngã ba đường N11
P=2120 | X=0384.620-0401.260 | Y=0092.140-0101.460 | 112
P=2120 | X=0432.650-0443.770 | Y=0092.140-0101.460 | 90
P=2120 | X=0474.890-0486.010 | Y=0092.140-0101.460 | 72
P=2120 | X=0511.150-0522.270 | Y=0092.140-0101.460 | 49
P=2120 | X=0107.330-0185.320 | Y=0101.780-0113.020 | chính huyện (cũ))
P=2120 | X=0107.330-0184.220 | Y=0119.810-0131.050 | Đường D10 (Khu
P=2120 | X=0092.900-0358.050 | Y=0131.330-0142.570 | 66 Trung tâm hành Ngã ba đường N8 Ngã tư đường N11
P=2120 | X=0384.620-0401.260 | Y=0133.210-0142.530 | 112
P=2120 | X=0432.650-0443.770 | Y=0133.210-0142.530 | 90
P=2120 | X=0474.890-0486.010 | Y=0133.210-0142.530 | 72
P=2120 | X=0511.150-0522.270 | Y=0133.210-0142.530 | 49
P=2120 | X=0107.330-0185.320 | Y=0142.850-0154.090 | chính huyện (cũ))
P=2120 | X=0107.330-0178.690 | Y=0160.850-0172.090 | Đường D8 (Khu
P=2120 | X=0188.470-0253.630 | Y=0166.610-0177.850 | Ngã ba đường
P=2120 | X=0273.460-0354.200 | Y=0172.370-0183.610 | Ngã ba đường N7
P=2120 | X=0092.900-0183.690 | Y=0174.250-0183.570 | 67 trung tâm xã Phú
P=2120 | X=0384.620-0401.260 | Y=0174.250-0183.570 | 112
P=2120 | X=0432.650-0443.770 | Y=0174.250-0183.570 | 90
P=2120 | X=0474.890-0486.010 | Y=0174.250-0183.570 | 72
